2	0-0	eh	0-0	e
2	0-4	eh	0-4	e
2	0-11	tre-	0-12	tre
2	0-12	tremila	0-13	mila
2	4-7	là	5-6	online
2	4-8	gli	5-7	li
2	7-0	eh	8-0	ah
2	9-6	{P}	10-7	dir
2	14-1	po'	14-0	o
2	14-13	storia	14-12	istoria
2	17-0	mhmh	16-1	{P}
2	19-2	sì	17-0	sìsìsì
2	19-5	{P}	18-0	mh
2	22-10	è	21-10	cioè
2	26-1	inutile	25-1	unutile
2	28-9	deve	29-4	dev'
2	33-0	deve	34-0	dev'
2	33-4	camera	34-4	camere
2	33-13	mille	34-11	milledue
2	33-14	cento	34-12	millecento
2	34-1	sì	35-0	sìsì
2	36-3	valsamoggia	37-3	valsamogia
2	37-3	spendo	38-3	espendo
2	37-4	c-	38-4	ci-
2	38-2	{P}	39-0	sìsì
2	42-3	è	44-0	sìsì
2	42-4	tantiss-	45-0	tantissimo
2	46-1	sì	49-0	sìsì
2	47-11	sento	50-13	tutte
2	57-6	fare	62-6	far-
2	59-1	sì	63-0	sìsìsì
2	59-2	sì	64-0	sìsì
2	60-1	come	65-2	è
2	60-9	eu-	66-4	eur-
2	60-10	cioè	66-5	cen-
2	60-15	{P}	66-9	più
2	63-6	spesa	70-6	espesa
2	64-0	mhmh	71-0	mh
2	65-0	ma	72-0	no
2	69-13	le	78-2	la
2	72-2	sì	80-1	sìsì
2	78-8	mhmh	84-2	uno
2	81-0	sì	89-4	l'
2	81-1	sì	89-5	ho
2	82-0	vado	90-0	vada
2	82-9	mezzo	90-9	mezza
2	83-0	mh	92-0	mhmh
2	86-1	sì	95-0	sìsì
2	86-2	eh	95-1	mh
2	91-1	mhmh	100-0	mhmhmh
2	92-2	sì	101-1	sìsì
2	93-5	valsamoggia	102-5	valsamogia
2	93-6	mh	102-6	d-
