2	1-1	n~	1-0	non
2	1-2	un	1-1	uno
2	1-3	kilo	1-2	chilo
2	2-0	eh	2-0	e
2	2-1	vabbè	2-1	vabbé
2	2-9	mangia	2-7	sai
2	2-10	assai	2-8	mando
2	2-11	io	2-9	sta
2	3-1	due	3-1	quell-
2	4-3	ne	4-2	man-
2	4-9	da	4-8	di
2	5-0	eh	5-0	ah
2	8-0	vabbè	7-3	t-t-
2	8-1	grazie	7-4	tutti
2	8-2	con	7-5	e
2	8-3	settecento	7-6	due
2	8-4	grammi	7-7	programmi
2	9-0	rico~	8-1	poi
2	10-0	ricotta	9-0	ricotte
2	10-2	noci	9-2	noci'
2	15-2	stona	14-2	stono
2	16-5	eh	15-2	per
2	16-6	se	15-3	tutta
2	16-7	c'	15-4	la
2	16-8	avevo	15-5	sessione
2	16-9	le	15-6	uagliò
2	16-10	noci	15-7	ci
2	16-11	mettevo	15-8	metto
2	18-0	marò	18-0	ti
2	19-0	esagerata	18-1	prego
2	20-0	ua	19-0	qua
2	25-0	prima	23-0	ma
2	27-1	lui	25-1	lei
2	31-0	con	28-0	comunque
2	31-1	questa	28-1	le
2	31-2	zucchinona	28-2	zucchine
2	31-3	gigante	28-3	raggixxx
2	31-7	la	28-6	le
2	33-0	cioè	30-0	cioé
2	33-3	la	30-3	le
2	34-0	lo	31-0	le
2	34-4	magari	31-4	dai
2	36-3	zucchinona	33-4	non-
2	36-4	non	33-5	l-
2	37-0	amo'	34-0	amore
2	38-0	x	35-0	uno
2	40-0	eh	37-0	e
2	43-7	ì	41-2	l'
2	43-8	m	41-3	alxxx
2	44-4	è	42-6	po'
2	44-5	eh	42-7	uhm
2	47-0	cioè	45-0	cioé
2	49-1	è	46-1	é
2	50-0	eh	47-0	e
2	50-8	un	47-7	al
2	50-9	lato	47-8	babbo
2	52-0	bra~	49-0	bravo
2	52-2	forse	49-2	fosse
2	52-5	da	49-5	dal
2	53-0	mh	50-0	uh
2	54-2	piaciuto	51-1	chiedevo
2	54-7	rosanna	51-6	emiliana
2	55-0	olè	52-0	come
2	56-0	c'	53-0	ci
2	57-0	x	54-0	ah
2	58-1	do~	55-1	do-
2	58-12	hai	55-9	qu-
2	58-13	cucinato	55-10	cunivano
2	60-1	gra~	57-1	regà
2	62-3	io	59-4	me
2	62-4	invece	59-5	cioé
2	62-5	e	59-6	eh
2	63-0	i~	59-9	i-
2	63-6	luciana	59-15	fabiano
2	64-0	allora	60-0	adoro
2	65-4	è	61-4	é
2	66-5	so	62-4	preso
2	66-8	l'	62-6	mi
2	66-10	chiesto	62-8	visto
2	71-0	no	66-0	ma
2	72-4	me	67-4	eh
2	74-0	non	69-0	ma
2	74-6	sa~	69-6	sale
2	80-1	schifo	75-0	x
2	80-2	amo'	75-1	como
2	81-5	x	76-4	non
2	82-0	vabbè	77-0	vabbé
2	86-0	vabbè	80-1	vabbé
2	88-0	marò	82-0	mado
2	90-0	cioè	84-0	cioé
2	90-1	voglio	84-1	io
2	90-2	dire	84-2	direi
2	92-6	sala~	86-5	sala-
2	92-7	cioè	86-6	cioé
2	92-8	che	86-7	ch-che
2	92-16	della	86-15	nella
2	93-7	e	86-25	è
2	94-0	esatto	86-27	cazzo
2	95-0	non	87-0	eh
2	95-1	si	87-1	no
2	95-2	fa	87-2	esatto
2	97-3	ti	89-3	t-
2	98-0	vabbè	90-0	vabbé
2	101-2	particolarme~	93-2	particolarmente
2	101-3	mangiati	93-3	ma
2	101-4	un	93-4	vi
2	101-5	po'	93-5	va
2	103-2	le	95-1	voglio
2	103-3	mh	95-2	quelle
2	104-4	quante	95-5	emiliana
2	105-0	eh	95-6	{P}
2	105-1	amo'	95-7	non
2	105-2	sono	95-8	x
2	105-3	finite	96-0	è
2	106-0	senti	96-1	onto
2	106-1	non	97-0	smettila
2	106-2	so	97-1	tanto
2	106-9	x	97-7	mamma
2	106-10	a	97-8	mia
2	106-11	me	97-9	mi
2	107-0	vabbè	98-0	vabbé
2	109-0	no	99-6	sono
2	109-1	no	99-7	buone
2	109-3	brutte	100-1	buone
2	109-5	amo'	100-3	amo
2	109-8	no	100-5	sott'
2	109-9	sottolio	100-6	aceto
2	110-0	ma	100-7	non
2	110-1	sono	100-8	sott'
2	110-2	buone	100-9	olio
2	112-1	so	102-1	son
2	114-0	sanna	103-0	vi
2	114-1	cunsuma'	104-0	x
2	114-7	alberto	104-6	roberto
2	116-3	neanche	105-3	manco
2	118-0	anche	106-0	uhm
2	121-1	{P}	109-1	mh
2	124-4	rosanna	112-3	viviano
2	128-0	sì	115-0	si
2	129-13	alberto	116-10	roberto
2	135-0	eh	121-0	e
2	135-3	raga'	121-3	raga
2	135-9	mangiando	121-7	x
2	136-9	ma	122-8	mia
2	139-4	quella	125-4	quelle
2	142-11	buone	128-11	nuove
2	143-0	vabbè	129-0	no
2	143-1	queste	129-1	ma
2	143-2	sono	129-2	questo
2	143-3	{P}	129-3	sarò
2	143-4	d'	129-4	da
2	143-10	x	129-8	dovrebbe
2	143-15	buona	129-11	x
2	148-2	ma~	132-1	mai
2	149-0	{ride}	132-5	comprata
2	153-1	{ride}	136-0	lo
2	153-2	eh	136-1	sai
2	154-2	luciana	137-1	la
2	154-3	le	137-2	cosa
2	154-4	ha	137-3	bella
2	154-5	portate	137-4	è
2	154-8	erano	137-7	era
2	154-9	emme	137-8	un
2	154-10	di	137-9	md
2	154-11	ho	137-10	ha
2	158-0	vabbè	140-0	eh
2	158-3	raga~	140-3	raga
2	164-1	il	145-13	chill
2	164-2	pane	146-0	ma
2	164-3	della	146-1	nella
2	164-6	giolì	146-4	gelì
2	166-1	buonissimo	148-1	buonissima
2	169-7	villaggio	151-7	viallaggio
2	169-12	pa~	151-12	x
2	173-0	pa~	154-0	la
2	173-1	michele	154-1	panichelli
2	176-1	poi	157-0	papà
2	177-0	mi	158-0	li
2	177-2	ridere	158-2	aggiungere
