2	1-0	ah	1-0	mh
2	2-1	ehm	3-0	si
2	3-0	c-	3-1	cioè
2	3-5	persone	3-5	dipersone
2	8-0	il	8-0	di
2	11-0	ehm	11-0	eh
2	12-2	parte	12-1	apparte
2	16-0	ti	15-0	per
2	16-1	chiedono	15-1	chiederti
2	17-2	esatto	15-4	beneficienza
2	18-7	i	15-12	ai
2	19-0	ehm	17-1	mh
2	20-8	pif	17-12	piff
2	21-3	sì	18-2	ah
2	21-4	sì	18-3	sìsìsì
2	22-2	ha	19-1	x
2	23-5	aspetta	20-9	mai
2	24-1	è	21-1	eh
2	26-1	veramente	22-1	in
2	26-2	sì	22-2	questi
2	27-2	ve-	22-10	x
2	27-14	cremoni-	22-21	cremonini
2	28-0	beh	23-0	vabbè
2	30-0	e	25-0	eh
2	32-8	sì	26-7	sìsì
2	35-11	parte	27-15	apparte
2	40-1	sì	32-0	sìsì
2	42-8	un	33-7	diciamo
2	51-2	mhh	41-2	mh
2	56-2	ha	44-10	è
2	58-3	il	45-12	un
2	63-2	sì	49-1	sìsì
2	77-0	e	59-0	eh
2	77-1	per	59-1	secondo
2	77-2	esempio	59-2	te
2	83-0	{tossisce}	63-0	{schiarisce_la_voce}
2	88-0	e	65-0	eh
2	90-7	nel	65-14	il
2	92-0	e	67-0	eh
2	92-1	lo	67-1	appunto
2	92-4	arriva	67-5	viva
2	93-0	e	68-0	eh
2	97-0	e	70-0	eh
2	97-12	le	70-13	alle
2	99-1	o	71-7	ovunque
2	99-2	male	71-8	menomale
2	111-1	fuori	81-0	sì
2	112-0	sì	82-0	fuori
2	114-4	rip-	83-9	ripet-
2	126-0	fan	91-1	fanno
2	128-3	le	93-3	alle
2	128-6	ehm	93-7	mh
2	130-0	x	93-10	maggiormente
2	130-2	dalle	93-12	alle
2	133-1	vedo	95-4	vieni
2	133-2	per	95-5	dopo
2	133-6	andare	95-8	viene
2	133-7	dopo	95-9	x
2	133-11	puoi	95-13	per
2	139-7	me	100-7	insomma
2	140-0	è	101-0	eh
2	140-10	più	101-10	troppo
2	141-3	mh	102-3	è
2	148-3	hai	103-13	è
2	151-0	ambientale	106-8	{ride}
2	153-0	ah	107-0	è
2	153-1	beh	107-1	meglio
2	156-3	sono	109-3	son
2	156-12	prendrere	109-11	prender
2	161-0	las-	112-2	s-
2	162-3	vien	112-15	viene
2	165-1	no	115-0	nono
2	167-0	e	117-0	eh
2	167-4	direi	117-4	dico
2	167-7	son	117-7	sono
2	168-2	sì	118-0	sìsì
2	168-3	sì	118-1	sìsì
2	175-0	queste	122-20	questo
2	175-1	co-	122-21	cosa
2	181-9	pe-	127-10	pre-
2	194-4	la	135-3	f-la:
2	197-3	sì	138-2	sìsìsì
2	198-0	e	139-0	eh
2	202-1	la	140-9	l-
2	209-5	gli	144-22	glio
2	212-0	per	146-12	fare
2	217-1	{sospira}	150-1	eh
2	220-2	e	151-2	eh
2	221-2	comune	151-8	comunque
2	225-0	ehm	154-0	eh
2	233-0	com'	157-7	come
2	235-2	son	160-2	sono
2	237-0	cioè	161-6	è
2	237-1	a-	161-7	an-
2	241-0	forse	164-1	persone
2	241-1	neanche	164-2	che
2	248-0	e	169-0	eh
