2	3-0	okay	3-0	ok
2	3-2	okay	3-2	ok
2	3-3	okay	3-3	ok
2	3-4	okay	3-4	ok
2	4-7	okay	4-6	ok
2	4-8	eh	4-7	e
2	6-0	però	6-0	solo
2	7-0	posso	6-1	che
2	7-1	anche	7-0	va
2	8-0	vabbè	7-1	be'
2	10-0	x	9-0	detali
2	11-1	andando	10-0	vengono
2	15-10	eh	13-10	e
2	15-11	kilometri	13-11	chilometri
2	16-0	okay	14-0	ok
2	18-0	eh	16-0	e
2	26-3	bologna	22-3	bolonia
2	28-7	parliamo	24-6	separiamo
2	29-1	mh	25-0	damh
2	30-0	mhmh	26-1	mh
2	31-3	mh	27-2	dimh
2	38-5	bologna	34-5	bolonia
2	39-0	mhmh	35-1	mh
2	40-6	fuori	36-6	fori
2	40-10	cioè	38-1	è
2	40-20	cioè	38-12	è
2	44-21	eh	42-8	e
2	55-7	mh	52-6	propriomh
2	57-0	okay	54-0	ok
2	59-0	già	55-8	è
2	63-21	sì	63-0	mh
