SP1	0.000	7.620	7.620	bene (.) allora (.) intanto (.) ero curiosa di sapere da quanto tempo c'è questo negozio perché
SP1	7.800	11.540	3.740	io sono di qui e frequento un po' questa zona ma non l'avevo mai visto
SP2	11.820	12.960	1.140	no non [è così]
SP1	12.530	13.250	0.720	[strana]mente
SP2	13.300	15.920	2.620	questo negozio è già da 22 anni
SP1	16.220	17.920	1.700	ok [Quindi non è nuovo]
SP2	16.870	18.040	1.170	[sono qui da 6 an]ni
SP2	18.040	19.700	1.660	no no no questo qua non è nuovo
SP2	19.700	21.820	2.120	di prima era una casa d'autrice vaisi
SP2	22.650	28.140	5.490	poi hanno: <chiuso> allora: già comprato un'altra persona e è fatta copisteria
SP1	28.300	28.600	0.300	ok
SP2	28.880	33.360	4.480	poi io sono da terza mano che: andando avanti
SP1	33.680	34.480	0.800	mh mh ok
SP1	34.860	43.050	8.190	m:h noi siamo venuti qui a chiedere a te la disponibilità perché il- l-la verità è che siamo andati alla copisteria di via del guasto
SP2	43.190	43.550	0.360	sì
SP1	43.540	44.040	0.500	a chiedere
SP2	44.200	44.350	0.150	mh
SP1	44.340	47.090	2.750	e i ragazzi ci hanno detto che dovremmo assolutamente venire da te
SP2	47.360	51.200	3.840	Beh e:h sì perché loro non è: non è abbastanza cioè loro non
SP2	51.450	58.140	6.690	m:h loro sono bravi' ma non sono: bravi per rispondere a un sacco di [doma]nde che anche non sono bravi
SP1	56.110	56.520	0.410	[mh]
SP2	58.160	59.940	1.780	in italiano proprio per [parole]
SP1	59.310	64.440	5.130	[ok quindi] forse forse il problema era quello [non] abbiamo capito se erano preoccupati perché
SP2	61.570	61.920	0.350	[sì]
SP2	64.640	71.640	7.000	no non so- non è preoccupati però e:h lo sai che quando qualcuno che m:h non capisce cosa è la do[manda]
SP1	71.130	71.620	0.490	[mh mh]
SP2	71.840	77.620	5.780	e quale che è la ri-risposta che sta facendo in un'altra lingua che lui non è abbastanza
SP2	77.720	78.410	0.690	Brava
SP2	78.520	81.500	2.980	allora è una [problema per-] [per(ciò)] che è una persona no
SP1	79.270	79.730	0.460	[mh mh]
SP1	80.280	80.700	0.420	[mh mh]
SP1	81.600	82.730	1.130	[mh mh sì forse]
SP2	81.610	84.420	2.810	[°cioè° ecco per]ciò che:
SP1	84.430	85.640	1.210	forse è stato per [quello]
SP2	85.290	85.640	0.350	[sì]
SP1	85.970	88.150	2.180	e: stamattina noi siamo andate in
SP2	89.300	89.840	0.540	zona
SP1	89.460	93.200	3.740	[prati]camente tutti i negozi di via san vitale [a chiedere]
SP2	92.420	99.720	7.300	[sì nessuno] che non ti ha detto che c'è sì perché hanno paura per: perché non si sa cosa succederà [°dopo°]
SP1	99.230	99.720	0.490	[mh mh mh]
SP1	99.960	100.620	0.660	infatti sì
SP1	100.620	103.180	2.560	quindi vabbè ma noi [abbiamo provato ovviamente]
SP2	101.650	103.170	1.520	[sì assolutamente]
SP1	103.430	109.180	5.750	[em:h invece] (.) tu vivi in italia da sempre? da alcuni anni?
SP2	103.440	104.300	0.860	[assolutamente]
SP2	109.420	113.620	4.200	no non è che da sempre sì da circa 15 anni già passato
SP1	113.630	117.980	4.350	okay okay beh comun[que] eh parli beni- parli be[nissimo]
SP2	113.990	115.200	1.210	((ride))
SP2	116.090	116.540	0.450	[sì]
SP2	117.440	119.180	1.740	[Beh] 15 anni eh
SP2	119.340	120.740	1.400	non sono:
SP2	120.740	123.400	2.660	sì è già passata proprio un sé o più di un secolo
SP1	123.500	126.230	2.730	mh ma (.) hai studiato da sol[o:]
SP2	126.100	129.760	3.660	[no] non è che hai studiato da solo che ho fatto anche superiore qui
SP1	130.620	131.220	0.600	ah ok
SP1	131.220	132.960	1.740	quindi sei- sei giovanissimo
SP2	133.430	134.100	0.670	sì
SP1	134.090	138.760	4.670	giovanissimo perché io (.) non voglio chiedere [l'età perché non]
SP2	137.700	138.520	0.820	giusto
SP2	138.740	140.040	1.300	no no assolutamente [non deve chiedere]
SP1	139.350	141.520	2.170	[però] sei andato a scuola qui quindi
SP2	141.900	142.120	0.220	sì
SP1	142.200	143.020	0.820	che scuola hai fatto
SP1	143.160	145.730	2.570	perché anch'io sono andata a scuola qui un po' di anni fa ma
SP2	145.730	150.540	4.810	esattamente primo e:h ho andato il: manfredi tanari
SP1	150.560	150.980	0.420	okay
SP2	151.340	159.400	8.060	che per la lingua che non ho riuscito: a passare e poi: e:h ci avevo trasferito in fioravanti
SP1	159.540	159.860	0.320	ok
SP2	160.100	161.300	1.200	adesso è belluzzi fioravanti
SP1	161.280	161.600	0.320	mh mh
SP2	161.600	164.000	2.400	no quando ero fatto era solo il fioravanti
SP1	164.030	166.280	2.250	mh mh ok e che indirizzo ha che non lo so
SP2	166.640	171.470	4.830	no era: boh cioè adesso mi sembrava di: casalecchio
SP1	172.090	174.660	2.570	ok ok ok [ok ok]  ho capito
SP2	172.760	173.740	0.980	[vellosi fioravanti]
SP1	175.040	177.480	2.440	[e che] che cosa si studia al (bell[uzzi)]
SP2	175.110	175.470	0.360	[sì]
SP2	177.050	177.520	0.470	[te]cnico
SP1	177.520	178.040	0.520	tecni[co]?
SP2	177.880	178.280	0.400	[te]cnico
SP1	178.360	182.260	3.900	e [di] e- elettrico elettroni[ca? informatica]?
SP2	178.850	179.390	0.540	professionale
SP2	180.630	182.270	1.640	[no e:h là ero]
