tu_id	speaker	start	end	duration	text
     1	SP1	0.000	3.039	3.039	persone che magari puoi avere incontr[ato] un po':
     2	SP2	1.920	2.302	0.382	[°ah°]
     3	SP2	3.450	4.851	1.401	bah e:::hm
     4	SP2	5.010	8.982	3.972	c- è sempre pieno di: persone che fanno l'elemosina, sotto i porti[ci]
     5	SP1	8.540	8.930	0.39	[mhmh]
     6	SP2	9.450	12.454	3.004	>soprattutto< su via indipendenza ce ne sono di[versi]
     7	SP1	11.800	12.589	0.789	[sì è vero]
     8	SP2	13.250	15.171	1.921	anche sotto i portici di via::
     9	SP2	15.660	16.951	1.291	il viale::
    10	SP2	17.740	19.141	1.401	m:h masini
    11	SP2	19.450	20.844	1.394	perchè io passo s- spesso di lì
    12	SP2	21.760	23.272	1.512	e:::hm
    13	SP2	24.050	26.075	2.025	però a parte insomma persone:
    14	SP1	26.101	26.726	0.625	[mhmh]
    15	SP2	26.130	28.251	2.121	[che fanno l'ele]mosina: sì
    16	SP2	28.320	31.875	3.555	m:h a:h incontri anche molte persone che ti fermano pe:r
    17	SP2	31.930	34.883	2.953	[ti chiedono di fare beneficenza] ((ride))
    18	SP1	31.930	33.850	1.92	[sì ((ride)) esatto
    19	SP2	34.930	37.355	2.425	((ride)) le classiche persone che sono sotto i portici
    20	SP2	38.350	39.755	1.405	e:hm a volte
    21	SP2	39.792	43.510	3.718	persone famose ogni tanto una volta ho incontrato pif ad esem[pio:]
    22	SP1	42.800	44.311	1.511	[a:h ah] sì sì sì
    23	SP2	44.430	47.200	2.77	e:h (che ha) un hotel che è lì su via indipenden[za]
    24	SP1	46.940	49.573	2.633	[an]che cremonini dicono che si aspetta
    25	SP2	48.530	52.310	3.78	[cremoni- è non l'ho ancora incontrato cremonini] ((ride))
    26	SP1	49.650	51.886	2.236	[xx neanche io ohi]
    27	SP2	52.350	54.251	1.901	>però veramente< sì tre anni perchè io sono dal
    28	SP2	54.320	58.660	4.34	duemiladiciotto diciannove ve- sì tre anni che sono lì e non ho ancora incrociato cremoni- ((ride))
    29	SP1	58.680	61.530	2.85	beh magari dai [quest'anno sarà l'anno buono]
    30	SP2	59.780	62.090	2.31	[ma sì chissà] infatti infatti
    31	SP1	62.450	63.650	1.2	e anche mh
    32	SP1	63.725	68.633	4.908	per il fatto che hanno messo le luci con le scritte delle canz[oni cosa ne pensi]
    33	SP2	67.240	71.041	3.801	[ah bello] quello mi è piaciuto molto sì sì quello:
    34	SP2	71.950	73.320	1.37	ci stava secondo [me]
    35	SP1	72.830	73.313	0.483	[bello]
    36	SP2	73.350	77.720	4.37	°perchè° dai cremonini comunque è il cantante di bolo- [c(io)è] a parte lucio dalla ovviamente
    37	SP1	76.050	76.433	0.383	[sì]
    38	SP2	77.760	78.308	0.548	però
    39	SP1	78.330	80.110	1.78	che poi hanno messo anche le su:e [>vero<]
    40	SP2	79.530	81.347	1.817	[infatti] poi ha[nno messo] anche le sue
    41	SP1	80.230	80.715	0.485	[sì sì]
    42	SP2	81.930	83.100	1.17	e::h
    43	SP2	83.140	86.300	3.16	però ci sta è: cantante moderno [c'ha un più:]
    44	SP1	85.050	86.657	1.607	[mhmh anche secondo me]
    45	SP2	86.650	87.842	1.192	più bolognese:
    46	SP1	88.370	91.106	2.736	[invece] il tuo posto del cuore di bologna
    47	SP2	88.430	89.020	0.59	[carino]
    48	SP1	91.560	93.330	1.77	non so anche solo un bar
    49	SP2	93.350	93.843	0.493	[mh]
    50	SP1	93.380	95.502	2.122	[a cui se]i particolarmente affezionata,
    51	SP2	96.180	96.677	0.497	mh
    52	SP2	98.650	101.100	2.45	e:h forse: mh:h
    53	SP2	101.920	106.185	4.265	mangiare un gelato seduti sul gradino di piazza santo stefano ((ride))
    54	SP1	105.350	105.940	0.59	a:h
    55	SP1	106.190	107.286	1.096	lì è bellis[simo]
    56	SP2	106.760	108.885	2.125	[perchè lì] piazza santo stefano mi piace molto
    57	SP2	108.910	110.939	2.029	poi c'ha di fianco la mia gelateria preferita,
    58	SP2	111.190	113.522	2.332	e quindi spesso d'estate col mio ragazzo andiamo
    59	SP2	113.570	118.210	4.64	andiamo lì prendiamo il gelato e ci sediamo: in piazz[a: santo s]tefano >°quindi forse quello [sì°]<
    60	SP1	116.150	116.742	0.592	[bello]
