tu_id	speaker	start	end	duration	text
     1	SP1	0.000	1.790	1.790	ci sono delle università
     2	SP2	2.560	4.960	2.400	sì [no le università è pro]prio in città
     3	SP1	2.880	4.120	1.240	[o più nella capita-]
     4	SP1	5.120	6.710	1.590	ok (.) ok ok ok
     5	SP1	6.960	10.640	3.680	[e s-] in capitale in capitale ok e se devi
     6	SP2	6.970	7.970	1.000	[di:] in capitale
     7	SP3	10.928	11.928	1.000	°solo che°
     8	SP2	14.060	15.540	1.480	va be' adesso faccio finire qui
     9	SP3	15.725	16.257	0.532	°sì°
    10	SP2	17.413	19.713	2.300	detali così che ci vengono
    11	SP3	19.743	21.180	1.437	vengono abbastanza bene no
    12	SP1	21.320	23.449	2.129	sì (.) proviamo vedere se:
    13	SP1	25.806	27.625	1.819	>allora< dimmi la capitale è molto [grande,]
    14	SP2	27.139	33.194	6.055	[la capitale] è molto grande (.) e trecentosei virgola quattro e: <chilometri quadr[ati>]
    15	SP1	32.944	35.028	2.084	[ok] e po[po]lazione?
    16	SP2	33.583	33.986	0.403	[in]
    17	SP2	34.847	39.000	4.153	e: quattordici <milioni> quattordici punto quattro mi[lioni]
    18	SP3	38.764	41.458	2.694	[cioè] bologna è trecentocinquantamila persone
    19	SP2	41.458	45.083	3.625	beh [trecentocinquantamila] ma devo essere quanto grande bologna
    20	SP1	41.861	43.361	1.500	[eh ((ride))]
    21	SP3	45.569	49.480	3.911	non so di kilometri quadrati però decisamente più grande ((ride))
    22	SP1	49.480	53.333	3.853	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva] (.) infa-
    23	SP2	52.222	55.264	3.042	[e guarda che bolo]nia è centoqua- centoquaran[ta]
    24	SP1	54.861	55.764	0.903	[eh] (.) sì
    25	SP2	55.583	59.653	4.070	centoquaranta virgola nove kilometri quadrati che separiamo fino a
    26	SP2	59.972	63.375	3.403	da:mh dove di: pilastro, fino a di:
    27	SP1	63.333	63.750	0.417	mh mh
    28	SP2	63.806	65.694	1.888	fino a di:mh
    29	SP1	66.014	67.542	1.528	tipo casalecchio la [ba]rca xxxx
    30	SP2	66.986	67.389	0.403	[sì]
    31	SP2	67.431	69.569	2.138	[sì proprio sì casa]lecchio
    32	SP3	67.444	68.833	1.389	[xxxx]
    33	SP3	69.361	70.736	1.375	[sì] sì [sì sì]
    34	SP2	69.642	73.639	3.997	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-
    35	SP2	73.735	76.301	2.566	mh quelle che comune di bologna (.) esempio
    36	SP1	76.325	76.639	0.314	mh mh
    37	SP2	76.627	79.361	2.734	però è f- non è il f(u)ori che hanno contato
    38	SP1	79.446	82.325	2.879	sì [sì certo (.) °sì sì sì°]
    39	SP2	79.680	82.566	2.886	[c'è proprio la città e il capitale che hanno entrato] c'è proprio
    40	SP3	82.627	83.482	0.855	sì sì certo
    41	SP1	83.482	90.012	6.530	no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita- ((ride))]
    42	SP2	88.976	91.867	2.891	[beh no è come] è più g- cioè è come grande della venezia
    43	SP2	92.000	98.843	6.843	che venezia è una città bella grande quattrocentoquatto- e: <quattrocentoquattordici metri quadrati>
    44	SP1	98.795	101.540	2.745	(>guarda<) che s- mh perché conteranno tutta la provincia
    45	SP1	101.540	105.675	4.135	perché venezia città è un'isoletta grande così pratica[mente ((ride)) sì]
    46	SP2	104.446	110.542	6.096	[assolutamente ((ride))] poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]
    47	SP1	110.000	113.800	3.800	[no infa]tti infatti no ma mi sembrava strano infatti ma
    48	SP1	113.840	120.494	6.654	no e quindi mi dicevi che nella (.) nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]
    49	SP2	119.277	120.398	1.121	[sì sì]
    50	SP1	120.663	125.229	4.566	o e [dei siti storici] o che cosa: [anche o archeolo]gici
    51	SP2	120.976	121.976	1.000	[ma adesso uguale]
    52	SP2	123.627	124.627	1.000	[no sì dei si-]
    53	SP2	125.325	132.301	6.976	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale
    54	SP1	125.699	126.120	0.421	[°no°]
    55	SP1	132.578	134.036	1.458	[ok un po' culturale]
    56	SP2	132.687	135.940	3.253	[poi adesso guarda che] è un po' c'è persa
    57	SP2	136.080	138.614	2.534	un po': che andava dice a vivere la città
    58	SP2	138.720	141.747	3.027	che adesso tutti quanti che sta perdendo il lavoro °e questo°
    59	SP1	141.747	142.193	0.446	là
    60	SP2	142.265	142.711	0.446	là
    61	SP1	142.795	144.337	1.542	okay (.) [ma] cioè
    62	SP2	143.494	146.699	3.205	[sì (.) cioè tutti] tutti adesso tornando come la città
    63	SP2	146.840	149.140	2.300	c'è anda[to] verso la cit[tà per vivere]
    64	SP1	147.024	147.590	0.566	[mh:]
    65	SP1	148.084	151.361	3.277	[ok cioè si spostano] dal ok ho capito
    66	SP1	151.651	154.494	2.843	cioè c'è uno spostamento delle persone verso le cit[tà grandi]
    67	SP2	153.735	155.036	1.301	[verso le citt- e grandi]
    68	SP1	154.651	155.590	0.939	per lavorare
    69	SP2	155.590	155.964	0.374	sì
    70	SP1	156.072	157.675	1.603	sì sì [è chiaro è chiaro]
    71	SP2	156.398	157.675	1.277	[per vivere meglio eh]
    72	SP1	157.759	163.566	5.807	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?
    73	SP2	163.916	167.960	4.044	da tutto il mondo che guarda che ci sono mucchio di gente che stanno
    74	SP2	168.060	171.012	2.952	cioè guarda che il bangladesh se parliamo
    75	SP2	171.133	176.361	5.228	che: sta gue- c'è proprio mh:
    76	SP2	176.602	182.590	5.988	più della quaranta per cento del lavaggio e dell'anno (.) avviene fuori dalla: fuori dal paese
    77	SP3	182.976	183.312	0.336	ok
    78	SP3	184.327	186.440	2.113	ah è una cifra molto alta ((ride))
    79	SP2	185.690	186.208	0.518	sì
    80	SP1	186.748	187.708	0.960	sì infatti (.) infatti
    81	SP2	187.894	191.720	3.826	si dice manpower significa che è il gente
    82	SP2	191.720	194.722	3.002	che vanno fuori del paese per lavorare, [per]
    83	SP1	194.258	194.825	0.567	[mh mh]
    84	SP2	195.443	198.443	3.000	per portare soldi del [sì sol]di in pae[se]
    85	SP1	196.577	197.268	0.691	[mh mh]
    86	SP1	197.598	198.371	0.773	[mh mh mh]
    87	SP1	198.485	203.074	4.589	e tornano (.) a [a volte] le persone [dopo che han-]
    88	SP2	200.493	201.765	1.272	[assolutamente sì tornano
    89	SP2	202.125	203.221	1.096	[tutti quanti tornano] ((ride))
    90	SP1	203.103	204.103	1.000	ah tutti [tornano]
    91	SP2	203.537	204.456	0.919	[tutti quanti ]torna[no]
    92	SP1	204.390	207.897	3.507	[cioè] quindi stanno un periodo fuo[ri per lavo]ro e poi tornano a vivere là
    93	SP2	205.735	206.735	1.000	[sì sì]
    94	SP1	208.162	208.684	0.522	okay
    95	SP1	209.487	210.671	1.184	ah interessante vedi è
    96	SP1	210.737	215.368	4.631	è proprio (.) una: zona che non conosco del mondo diciamo non ci sono:
    97	SP2	215.342	220.026	4.684	[sì dipende come:] alcune persone come noi nostra famiglia e:
    98	SP1	215.447	216.697	1.250	non ci sono
    99	SP2	220.105	222.316	2.211	c'è come mh:
   100	SP2	222.355	225.987	3.632	come su- io sono ormai già sono già italiano ho già preso la cittadinanza
   101	SP1	226.053	226.539	0.486	mh [mh]
   102	SP2	226.263	228.737	2.474	[ade]sso il mio obiettivo è per essere qui
   103	SP2	229.487	233.697	4.210	cioè proprio per: mia famiglia è qui allora: sono cresciuto qui
   104	SP2	233.776	236.750	2.974	cioè non ho tanto molti amici (.) [in] banglad[esh]
   105	SP1	235.553	236.329	0.776	mh [mh]
   106	SP1	236.592	237.342	0.750	[mh mh]
   107	SP2	236.829	239.526	2.697	[ho] parente [ma non] è non è che ho molto amici
   108	SP2	239.671	242.395	2.724	cioè in italia lo conosco tutto [quanto]
   109	SP1	241.566	242.382	0.816	[mh mh]
