tu_id	speaker	start	end	duration	text
0	SP1	0.000	11.540	11.540	bene allora intanto ero curiosa di sapere da quanto tempo c'è questo negozio perché io sono di qui e frequento un po' questa zona ma non l'avevo mai visto
1	SP2	11.820	12.960	1.140	no eh non [è così]
2	SP1	12.502	13.167	0.665	[straname]nte
3	SP2	13.300	15.920	2.620	questo negozio è già da 22 anni
4	SP1	16.220	17.804	1.584	ok [quindi non è nuovo]
5	SP2	16.599	18.003	1.404	[sono qui da sei an]ni
6	SP2	18.040	28.140	10.100	no no no questo qua non è nuovo di prima era una casa d'autrice vaisi poi hanno chiuso allora già comprato un'altra persona e fatta copisteria
7	SP1	28.300	28.731	0.431	ok
8	SP2	29.082	33.360	4.278	poi io sono da terza mano che: i:ù andando avanti
9	SP1	33.680	34.408	0.728	mhmh ok
10	SP1	34.863	35.582	0.719	mhm:h
11	SP1	36.066	43.139	7.073	noi siamo venuti qui a chiedere a te la disponibilità perché il la verità è che siamo andati alla copisteria di via del guasto a chiedere e i ragazzi ci hanno detto che dovremmo assolutamente
12	SP2	43.149	43.468	0.319	sì
13	SP1	43.508	44.127	0.619	a chiedere
14	SP2	44.198	44.506	0.308	mh[mh]
15	SP1	44.312	47.060	2.748	[e i ra]gazzi ci hanno detto che dovevamo assolutamente venire da te
16	SP2	47.360	51.751	4.391	beh eh sì perché loro non è non è abbasta- >cioè< loro non:
17	SP2	51.760	59.946	8.186	loro sono bravi ma non sono bravi per rispondere a un sacco di domande che anche non sono bravi in italiano proprio [poco parole]
18	SP1	59.335	61.640	2.305	[ok quindi] forse forse il problema era quello
19	SP2	61.705	61.934	0.229	[sì]
20	SP1	61.706	64.615	2.909	[non] non abbiamo capito se erano preoccupati perché
21	SP2	64.640	71.640	7.000	no non sono non è preoccupati però e:h lo sai che quando qualcuno che non capisce cosa è la doma[nda]
22	SP1	71.310	71.638	0.328	[mhmh]
23	SP2	71.757	81.500	9.743	e quale che è la sp- risposta che sta facendo in un'altra lingua che lui non è abbastanza brava allora è una problema perciò è una persona no
24	SP1	81.792	82.062	0.270	mhmh
25	SP1	82.135	82.749	0.614	sì forse
26	SP2	82.750	84.739	1.989	perciò che: [ha diffi-]
27	SP1	84.406	85.502	1.096	[forse] è stato per quell[o]
28	SP2	85.466	85.640	0.174	[s]ì
29	SP1	85.947	88.171	2.224	e stamattina noi siamo andate in
30	SP2	89.484	89.642	0.158	zona
31	SP1	89.645	92.166	2.521	praticamente tutti i negozi di via san vitale
32	SP2	92.325	94.040	1.715	sì [nessuno che non] ti ha detto che c'è
33	SP1	92.515	93.279	0.764	[a chiedere]
34	SP2	94.100	99.513	5.413	sì perché hanno paura per: perché non lo s- non si sa cosa succederà dopo
35	SP1	99.225	99.514	0.289	[mh]mh
36	SP1	99.634	99.780	0.146	mh
37	SP1	100.053	103.180	3.127	infatti sì quindi >vabbè< ma noi abbiamo provato [ovviamente]
38	SP2	102.380	104.153	1.773	[assolutamente] [as]solutamente
39	SP1	103.324	103.657	0.333	[eh]
40	SP1	104.251	109.180	4.929	ma invece tu vivi in italia da sempre da alcuni anni?
41	SP2	109.420	113.819	4.399	no non è che da sempre sì da circa 15 anni già passa[to]
42	SP1	113.502	113.818	0.316	[okay]
43	SP1	114.139	114.278	0.139	okay
44	SP2	114.279	114.832	0.553	xxx
45	SP1	115.008	118.159	3.151	beh comunqu[e] parli ben- parli benissimo
46	SP2	116.124	116.323	0.199	[sì]
47	SP2	117.440	119.180	1.740	[beh qui]ndici anni eh
48	SP2	119.340	123.400	4.060	non sono: sì è già passata proprio un se-  più di un secolo
49	SP1	123.500	126.099	2.599	mh ma hai studiato da solo:
50	SP2	126.213	129.760	3.547	no ceh no non è che hai studiato da solo è che ho fatto anche superiore qui
51	SP1	130.620	133.092	2.472	a:h ok quindi sei sei giovanissim[o]
52	SP2	133.012	133.372	0.360	[s]ì
53	SP2	133.648	133.897	0.249	sì
54	SP1	133.901	138.760	4.859	giovanissimo perché io (.) no- non voglio chiedere [l'età] che sta perché non
55	SP2	137.741	138.062	0.321	[giusto]
56	SP2	138.780	140.040	1.260	no no assolutament[e deve chiedere]
57	SP1	139.379	141.669	2.290	[però e] sei andato a scuola qui quindi
58	SP2	141.900	142.120	0.220	sì
59	SP1	142.200	143.020	0.820	che scuola hai fatto?
60	SP1	143.160	145.730	2.570	perché anch'io sono andata a scuola qui un po' di anni fa ma
61	SP2	145.730	150.540	4.810	esattamente primo e:h è andato il mh manfredi tanari
62	SP1	150.560	150.980	0.420	ok
63	SP2	151.340	159.400	8.060	che per la lingua che non ho riuscito: passare poi: c'avevo trasferito in fioravanti
64	SP1	159.593	159.895	0.302	ok
65	SP2	160.100	161.300	1.200	adesso è vellosi fioravanti
66	SP2	161.600	164.411	2.811	quando era fatta era era solo il fiorava[nti]
67	SP1	164.138	164.407	0.269	[mhmh]
68	SP1	164.440	166.280	1.840	okay e che indirizzo ha che non lo so?
69	SP2	166.640	171.460	4.820	no era boh ceh adesso mi sembrava di mh casalecchio
70	SP1	172.128	173.105	0.977	okay [okay]
71	SP2	172.561	174.002	1.441	[di vellosi] fiora[vanti]
72	SP1	173.460	174.002	0.542	[okay okay]
73	SP1	174.080	174.660	0.580	ho capito
74	SP1	175.040	177.460	2.420	e [che] che cosa si studia al mh vellozzi?
75	SP2	175.204	175.432	0.228	[sì]
76	SP2	176.867	177.340	0.473	tecnico
77	SP1	177.542	177.951	0.409	tecnico?
78	SP1	178.411	178.801	0.390	e:h
