tu_id	speaker	start	end	duration	text
0	SP1	0.030	7.720	7.690	e:: come tabacco no, [ e: di] là lavorando più di tre (.) tre mila per[sone] non sono esattamente o tremila o trentamila ma [tremila]
1	SP2	1.470	1.850	0.380	[okay]
2	SP2	4.520	5.100	0.580	[mhmh]
3	SP2	7.040	7.720	0.680	[mhmh]
4	SP1	7.790	8.570	0.780	che facciamo
5	SP1	8.900	11.190	2.290	ma non si trovano adesso neanche online li appartamenti
6	SP2	11.200	13.964	2.764	eh esatto te lo (.)  era: questo che: volevo chiederti
7	SP2	14.121	14.478	0.357	perché
8	SP1	14.914	15.314	0.400	ah sì
9	SP2	15.321	16.749	1.428	se tutti vogliono vivere lì
10	SP1	17.578	19.907	2.329	sì (.) non si trovano appartamenti, a dir la veri[tà]
11	SP2	19.814	20.185	0.371	[mh]mh
12	SP1	20.221	23.921	3.700	piuttosto che:: ci sono un sacco di: gente
13	SP1	24.499	27.142	2.643	come non vuole dare appartamenti per la famiglia
14	SP1	27.992	31.964	3.972	o che danno un po' di persone (.) [che] dopo fanno la istoria
15	SP2	29.757	30.142	0.385	[°mhmh°]
16	SP1	32.192	34.807	2.615	allora, (.) per pochi che: tutti quanti:
17	SP2	35.735	36.964	1.229	sìsìsì certo ho [capi]to
18	SP1	36.664	36.892	0.228	[°mh°]
19	SP2	37.214	38.364	1.150	mh e: ma se
20	SP2	38.642	41.078	2.436	se potessi un giorno vorresti vivere in città? [o,]
21	SP1	40.999	46.842	5.843	[as]solutamente io  e sto provando tutti i giorni a [tro]vare cioè un appartamento per i:: trasferire in bolo[gna] cioè
22	SP2	43.014	43.192	0.178	[okay]
23	SP2	46.435	46.749	0.314	[mhmh]
24	SP1	47.035	47.978	0.943	io lavoro qui
25	SP1	48.314	49.992	1.678	è unutile che io vado a:
26	SP1	50.628	53.249	2.621	esempio faccio così una una una, ragionamento
27	SP1	53.421	55.792	2.371	se lo trovo (.) una casa in bologna
28	SP1	56.299	57.499	1.200	che: mille euro,
29	SP1	57.607	60.549	2.942	faccia[mo] perché:: una casa dev'essere mille euro
30	SP2	57.849	58.157	0.308	[mhmh]
31	SP1	60.699	64.778	4.079	e: non è che deve essere soltanto una camera un un monolocale che mille euro no
32	SP1	65.242	65.642	0.400	è troppo
33	SP2	65.664	66.449	0.785	è troppo sì
34	SP1	66.549	71.664	5.115	dev'essere almeno, tre camere di le[tto per per] mille euro milledue millecento fa[cciamo] così
35	SP2	68.035	68.857	0.822	[sìsì sì]
36	SP2	71.057	71.464	0.407	[mhmh]
37	SP1	72.764	74.485	1.721	se vado a : valsamogia
38	SP1	74.757	77.785	3.028	ogni mese io espendo ci- più di duecento euro di benzina
39	SP2	77.892	78.264	0.372	sìsì
40	SP2	78.442	79.178	0.736	e il parcheggio
41	SP1	79.278	80.085	0.807	e parcheggio più
42	SP2	80.107	80.264	0.157	°sì°
