tu_id	speaker	start	end	duration	text
0	SP1	0.744	1.116	0.372	bene
1	SP1	1.844	2.216	0.372	allora
2	SP1	2.788	3.505	0.717	intanto,
3	SP1	4.311	5.661	1.350	ero curiosa di sapere
4	SP1	5.877	7.711	1.834	da quanto tempo c'è questo negozio perché
5	SP1	7.811	8.666	0.855	io sono di qui
6	SP1	9.194	11.616	2.422	e frequento un po' questa zona ma non l'avevo mai visto
7	SP2	11.824	13.099	1.275	no {P} [eh non è così]
8	SP1	12.344	13.294	0.950	[stranamen]t[e]
9	SP2	13.305	15.966	2.661	[que]sto negozio {P} è già {P} da ventidue anni
10	SP1	16.216	16.783	0.567	oka[y]
11	SP2	16.683	21.911	5.228	[s]on[o qui da sei an]ni no no n- questo qua non è nuovo è di: prima era una casa editrice vaesi
12	SP1	16.861	17.949	1.088	[quin(di) non è nuovo]
13	SP2	22.672	28.217	5.545	poi hanno:: <chiuso> allora: già comprato un'altra persona e ha fatta copisteria
14	SP1	28.261	28.688	0.427	okay
15	SP2	29.188	33.511	4.323	poi io sono da terza mano che:: i:: andando avanti
16	SP1	33.638	33.949	0.311	mhmh
17	SP1	34.094	34.475	0.381	okay
18	SP1	34.927	35.505	0.578	m:h
19	SP1	36.122	39.255	3.133	noi siam venute qui a chiedere a te la disponibilità perché
20	SP1	39.677	43.199	3.522	il la il la verità è che siamo andati alla copisteria di via del guasto
21	SP2	43.222	43.411	0.189	sì
22	SP1	43.438	44.099	0.661	a chiedere,
23	SP2	44.261	44.444	0.183	mh[mh]
24	SP1	44.455	46.983	2.528	[e i] ragazzi ci hanno detto {P} che dovevamo assolutamente venire da te
25	SP2	47.422	54.611	7.189	beh e:h sì perché loro non è: non è un abbasta- cioè loro non:: loro sono bravi ma: non sono: bravi per
26	SP2	54.972	60.305	5.333	rispondere a un sacco di [domand]e che: anche {P} non sono bravi {P} in italiano pro- [poco paro]le [sì]
27	SP1	56.188	56.522	0.334	[mh]
28	SP1	59.166	59.833	0.667	[okay {P} quindi]
29	SP1	60.061	64.599	4.538	[fors]e {P} forse il problema era quello [non a-] non abbiamo capito se: erano preoccupati perché:
30	SP2	61.735	61.925	0.190	[sì]
31	SP2	64.666	73.905	9.239	no non son- non è preoccupati però e::h lo sai che quando qualcuno che: mh non capisce cosa: è la: dom[anda] e quale che è ras- risposta che sta
32	SP1	71.288	71.599	0.311	[mhmh]
33	SP2	74.211	80.011	5.800	facendo in un'altra lingua che lui no[n è] abbastanza BRAVA allora è una probl[ema pe]r
34	SP1	76.911	77.221	0.310	[°mhmh°]
35	SP1	79.394	79.705	0.311	[mhmh]
36	SP2	80.311	81.999	1.688	[per c](io)è una persona no cio[è:]
37	SP1	80.325	80.605	0.280	[mhmh]
38	SP1	81.716	82.022	0.306	[mhmh]
39	SP1	82.094	82.749	0.655	sì [forse]
40	SP2	82.305	85.016	2.711	[ecco perc]iò ch[e:: (più)]
41	SP1	84.394	85.611	1.217	[forse è stato p]er quel[lo]
42	SP2	85.388	85.605	0.217	[sì]
43	SP1	85.949	88.488	2.539	[e:h] stamattina noi siamo andate in e:h
44	SP2	86.061	86.268	0.207	[°sì°]
45	SP2	89.427	89.800	0.373	zo[na]
46	SP1	89.599	92.199	2.600	[prati]camente <tutti> i negozi di via san vitale
47	SP2	92.277	96.716	4.439	sì {P} [nessuno che] non ti ha detto che c'è sì perché hanno paura per e::h perché
48	SP1	92.494	93.149	0.655	[a chiedere]
49	SP2	97.216	99.549	2.333	non lo s- non si SA {P} cosa succederà {P} [dopo]
50	SP1	99.177	99.749	0.572	[mhmh] mh
51	SP1	99.983	103.288	3.305	infatti sì quindi {P} vabbè ma [noi a]bbiamo provato [ovviamente]
52	SP2	101.627	101.915	0.288	[sì]
53	SP2	102.366	103.323	0.957	[assolutamente]
54	SP1	103.427	104.799	1.372	[e:hm ma i]nvece
55	SP2	103.466	104.283	0.817	[assolutamente]
56	SP1	105.699	109.999	4.300	tu vivi in italia da: da sempre da: da alcuni anni [m::h]
57	SP2	109.405	110.905	1.500	[no non è che] da sempre
58	SP2	111.216	113.605	2.389	s:ì da circa quindici anni già pass[ati]
59	SP1	113.316	113.887	0.571	[oka]y
60	SP2	114.090	114.949	0.859	{ride} (sono mi)
61	SP1	114.110	114.405	0.295	okay
62	SP1	114.977	115.805	0.828	beh {P} comunque
63	SP1	116.016	116.999	0.983	[e:h] parli ben-
64	SP2	116.038	116.361	0.323	[sì]
65	SP1	117.105	118.311	1.206	°m:h parli [benissimo]°
66	SP2	117.655	119.166	1.511	[BEH È QUINDI]CI ANNI EH
67	SP2	119.349	123.371	4.022	non sono:: sì è già passata proprio un se- più di un secolo
68	SP1	123.494	124.166	0.672	mh ma
69	SP1	124.483	126.605	2.122	hai studiato da solo [o:]
70	SP2	126.211	129.811	3.600	[no c(io)è:] no non è che studiato da solo è che ho fatto anche superiori qui
71	SP1	130.683	131.927	1.244	a:h okay quindi sei
72	SP1	132.027	133.105	1.078	sei giovanis[simo]
73	SP2	132.811	133.247	0.436	[s:ì]
74	SP2	133.699	134.395	0.696	sì {ride}
75	SP1	133.905	134.705	0.800	giovanissimo
76	SP1	134.827	135.583	0.756	perché {P} io
77	SP1	136.499	137.688	1.189	non non voglio chiedere:
78	SP2	137.688	138.055	0.367	gi[usto]
79	SP1	137.794	138.911	1.117	[l'età] perché no[n:]
80	SP2	138.722	140.316	1.594	[no] no assoluta[mente (da) chiedere anche]
81	SP1	139.366	141.655	2.289	[però {P} eh {P} sei an]dato a scuola qui quindi
82	SP2	141.899	142.127	0.228	sì
83	SP1	142.211	143.087	0.876	che scuola hai fatto
84	SP1	143.149	145.849	2.700	perché anch'io sono andata a scuola qui un un po' di anni fa [ma]
85	SP2	145.722	149.388	3.666	[es]attamente <primo> e:h andato il m::h
86	SP2	149.661	150.688	1.027	manfredi tanar[i]
87	SP1	150.522	151.066	0.544	[o]kay
88	SP2	151.344	157.794	6.450	che: per la lingua che non riuscito:: a passare poi: e:h cioè: ho trasferito,
89	SP2	158.322	159.511	1.189	in: fioravanti
90	SP1	159.511	159.972	0.461	oka[y]
91	SP2	159.983	161.285	1.302	[a]desso è belluzzi fioravan[ti]
92	SP1	161.144	161.592	0.448	[mh]mh [e]
93	SP2	161.466	164.294	2.828	[però] quando ero fatto era era solo il fioravan[ti]
94	SP1	164.027	166.411	2.384	[mhmh] okay e che indirizzo ha che: non lo so?
