tu_id	speaker	start	end	duration	text
0	SP1	0.000	1.420	1.420	e:: come tabacco no?
1	SP2	1.430	1.950	0.520	o[kay]
2	SP1	1.510	4.913	3.403	[e::h (di)] là {P} lavorando più di tre:- tremila pers[one]
3	SP2	4.520	5.060	0.540	[°mh][mh]
4	SP1	4.940	8.490	3.550	[no]n sono esattamente o tremila o trentamila [ma tremi]la che facciamo
5	SP2	7.010	7.590	0.580	[°mhmh°]
6	SP1	8.720	11.360	2.640	ma non si trovano adesso neanche là gli appartamen[ti]
7	SP2	11.100	14.200	3.100	[eh] esatto >te lo era< {P} questo che volevo chiederti
8	SP2	14.260	14.700	0.440	>perché<
9	SP1	14.830	15.330	0.500	ah sì
10	SP2	15.380	16.850	1.470	se tutti vogliono vivere lì
11	SP1	17.410	19.110	1.700	°sì° non si trovano appartamenti.
12	SP2	19.120	19.300	0.180	°mhmh°
13	SP1	19.320	20.040	0.720	la ver[ità]
14	SP2	19.790	20.230	0.440	[mhmh]
15	SP1	20.240	24.100	3.860	piuttosto che:: {P} ci sono un sacco di: gente,
16	SP1	24.350	27.190	2.840	come non vuole dare appartamenti per la famiglia,
17	SP1	27.930	32.030	4.100	un po' che danno un po' di perso[ne ch]e:: dopo fanno la storia
18	SP2	29.580	30.140	0.560	[mhmh]
19	SP2	32.107	32.587	0.480	[°mhmh°]
20	SP1	32.110	32.590	0.480	[ora],
21	SP1	32.670	34.800	2.130	per pochi che: tutti quanti:
22	SP1	34.910	35.600	0.690	{sospira}
23	SP2	35.660	37.030	1.370	sì sì sì [certo capito]
24	SP1	36.300	37.000	0.700	[°mh mh°]
25	SP2	37.120	41.240	4.120	mh e ma se se potessi un giorno vorresti vivere in citt[à: (o)]
26	SP1	40.850	45.373	4.523	[assolu]tamente io sto provando tutti i giorni a [trovare] c(io)è un appartamento per i::
27	SP2	43.033	43.380	0.347	[(o)kay]
28	SP1	45.470	48.190	2.720	trasferire in bol[ogna c(io)è] io lavoro qui,
29	SP2	46.370	47.020	0.650	[mhmh]
30	SP1	48.260	50.330	2.070	è inutile che io vado a
31	SP1	50.580	53.310	2.730	esempio faccio così una una una ragionamento.
32	SP1	53.380	55.800	2.420	se lo trovo {P} una casa, in bologna,
33	SP1	56.120	61.030	4.910	che {P} mille euro {P} fa[cciamo per]ché:: una casa deve essere mille euro, [e]
34	SP2	57.760	58.370	0.610	[mhmh]
35	SP2	60.700	61.033	0.333	[mh]
36	SP1	61.080	64.980	3.900	non è che deve essere soltanto una camera, un mo- un monolocale che mille euro no
37	SP1	65.200	65.650	0.450	è troppo.
38	SP2	65.699	66.460	0.761	è troppo sì
39	SP1	66.540	71.760	5.220	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]
40	SP2	68.000	69.010	1.010	[sì sì sì]
41	SP2	71.140	71.760	0.620	[mhmh]
42	SP1	72.620	74.480	1.860	se vado a: valsamoggia,
43	SP1	74.767	77.610	2.843	ogni mese io spendo c- più di duecen[to euro] di benzina.
44	SP2	76.772	77.152	0.380	[°mhmh°]
45	SP2	77.660	79.250	1.590	sì sì {P} e il parcheggio
46	SP1	79.300	83.413	4.113	e parcheggio più {P} [fa]cciamo trecento[cinquanta euro di ogni mese]
47	SP2	79.990	80.380	0.390	[°sì°]
48	SP2	81.450	83.427	1.977	[sì sì tantissimo]
49	SP2	83.720	84.513	0.793	tantissimo
50	SP1	84.520	85.520	1.000	tantissimo
51	SP2	84.750	85.720	0.970	{ride}
52	SP2	85.780	86.390	0.610	°sì sì°
53	SP2	86.550	90.630	4.080	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] {ride}
54	SP1	88.120	93.890	5.770	[no inteNDEVO {P} <intendevo>] {P} che se là pago settecento euro in affitto
55	SP1	94.290	97.200	2.910	più {P} trecentocinquant[a sono m]ille,
56	SP2	96.240	96.830	0.590	[mhmh]
57	SP2	97.310	97.833	0.523	mhmh
58	SP1	98.200	105.080	6.880	GIÀ {P} mille: eh.[m mill- millece:n]to mille- duemilacento m:- milleduecento dopo [perché non è che solo] devo pagare la macchina,
59	SP2	99.390	100.160	0.770	[°sì sì sì°]
60	SP2	102.990	103.770	0.780	[°mhmh°]
61	SP1	105.210	107.447	2.237	la benzina e::
62	SP1	107.700	111.150	3.450	e anch[e il parcheggio] n[o, devo pa-] as-
63	SP2	108.290	109.090	0.800	[sì sì sì]
64	SP2	109.240	109.990	0.750	[°sì sì sì°]
65	SP1	111.690	117.580	5.890	allora come la città, {P} se tu paghi duecento euro c(io)è duecento euro IN PI[Ù {P} ma t]i trovi tutto.
66	SP2	116.300	117.040	0.740	[mhmh]
67	SP2	117.713	118.280	0.567	certo sì
68	SP2	118.480	119.233	0.753	certo certo certo
69	SP1	119.307	124.800	5.493	come da là per fare una spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]
70	SP2	124.300	124.800	0.500	[mhmh]
71	SP2	125.680	130.000	4.320	no poi ti {P} >(in)somma< ti svegli presto, [traffico, stress sì]
72	SP1	127.890	130.787	2.897	[assolutamente ma {P} guarda che] {P} là
73	SP1	131.280	133.473	2.193	da vivere la differenza da città e fuori città
74	SP2	133.553	133.913	0.360	mhmh
75	SP1	134.047	137.813	3.766	SE LAVORO, fuori città, guarda che per me va be[ne ma]
76	SP2	137.290	137.810	0.520	[mhmh]
77	SP1	137.913	139.560	1.647	de[ntro la città che devo lavorare]
78	SP2	138.280	140.410	2.130	[venendo qua] {P} certo sì [sì]
79	SP1	140.100	143.873	3.773	[si]gnifica che per [me] non è che una giornata di: {P} ventiquattro ore.
80	SP2	141.013	141.206	0.193	[°mh°]
81	SP2	143.907	144.400	0.493	mhmh
82	SP1	144.633	146.330	1.697	sono {P} ventidue [ore]
83	SP2	145.900	148.200	2.300	[CERTO] {P} perch[é una è x {P} mhmh]
84	SP1	146.910	150.713	3.803	[ANCORA MENO] {P} sono venti ore ti[po per]ché: ogni giorno io lo
85	SP2	149.184	149.464	0.280	[°sì sì°]
86	SP1	151.287	159.267	7.980	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'[o:ra mi]nimo e ritornare è ancora facciamo mezz'ora o un'ora
87	SP2	155.600	156.027	0.427	[°mhmh°]
88	SP2	159.480	160.030	0.550	mh[mh]
89	SP1	159.570	161.093	1.523	[allora] due ore è già scalata
