tu_id	speaker	start	end	duration	text
0	SP1	0.000	3.039	3.039	persone che magari puoi avere incontr[ato] un po':
1	SP2	1.920	2.302	0.382	[°ah°]
2	SP2	3.450	4.851	1.401	bah e:::hm
3	SP2	5.010	8.982	3.972	c- è sempre pieno di: persone che fanno l'elemosina, sotto i porti[ci]
4	SP1	8.540	8.930	0.390	[mhmh]
5	SP2	9.450	12.454	3.004	>soprattutto< su via indipendenza ce ne sono di[versi]
6	SP1	11.800	12.589	0.789	[sì è vero]
7	SP2	13.250	15.171	1.921	anche sotto i portici di via::
8	SP2	15.660	16.951	1.291	il viale::
9	SP2	17.740	19.141	1.401	m:h masini
10	SP2	19.450	20.844	1.394	perché io passo s- spesso di lì
11	SP2	21.760	23.272	1.512	e:::hm
12	SP2	24.050	26.075	2.025	però a parte insomma persone:
13	SP1	26.101	26.726	0.625	[mhmh]
14	SP2	26.130	28.251	2.121	[che fanno l'ele]mosina: sì
15	SP2	28.320	31.875	3.555	m:h a:h incontri anche molte persone che ti fermano pe:r
16	SP2	31.930	34.883	2.953	[ti chiedono di fare beneficenza] {ride}
17	SP1	31.930	33.850	1.920	[sì {ride} esatto
18	SP2	34.930	37.355	2.425	{ride} le classiche persone che sono sotto i portici
19	SP2	38.350	39.755	1.405	e:hm a volte
20	SP2	39.792	43.510	3.718	persone famose ogni tanto una volta ho incontrato pif ad esem[pio:]
21	SP1	42.800	44.311	1.511	[a:h ah] sì sì sì
22	SP2	44.430	47.200	2.770	e:h (che ha) un hotel che è lì su via indipenden[za]
23	SP1	46.940	49.573	2.633	[an]che cremonini dicono che si aspetta
24	SP2	48.530	52.310	3.780	[cremoni- è non l'ho ancora incontrato cremonini] {ride}
25	SP1	49.650	51.886	2.236	[xx neanche io ohi]
26	SP2	52.350	54.251	1.901	>però veramente< sì tre anni perché io sono dal
27	SP2	54.320	58.660	4.340	duemiladiciotto diciannove ve- sì tre anni che sono lì e non ho ancora incrociato cremoni- {ride}
28	SP1	58.680	61.530	2.850	beh magari dai [quest'anno sarà l'anno buono]
29	SP2	59.780	62.090	2.310	[ma sì chissà] infatti infatti
30	SP1	62.450	63.650	1.200	e anche mh
31	SP1	63.725	68.633	4.908	per il fatto che hanno messo le luci con le scritte delle canz[oni cosa ne pensi]
32	SP2	67.240	71.041	3.801	[ah bello] quello mi è piaciuto molto sì sì quello:
