tu_id	speaker	start	end	duration	text
0	SP1	0.000	3.136	3.136	xx infatti il fatto che è aumentato il turismo
1	SP1	3.710	5.817	2.107	ha impattato molto anche [xx gli affitti]
2	SP2	4.809	5.817	1.008	[eh può essere]
3	SP2	6.159	6.951	0.792	è vero è vero
4	SP1	6.975	9.942	2.967	perché: dicevano che molte persone molti::
5	SP1	10.069	13.101	3.032	proprietari hanno messo le case su airbb
6	SP1	13.520	14.822	1.302	per per il turis[mo]
7	SP2	14.559	15.242	0.683	[mh]mh
8	SP1	15.889	18.316	2.427	e tutte queste case sono state tolte dal mercato
9	SP1	18.369	20.159	1.790	della gente che ci deve vivere insom[ma]
10	SP2	19.879	20.981	1.102	[mh]mh è vero
11	SP1	21.099	23.849	2.750	quindi sicuramente il turismo ha influito anche su questo
12	SP1	23.889	24.682	0.793	questa cosa qua
13	SP1	26.000	26.488	0.488	però
14	SP1	26.599	27.679	1.080	capisco anche che vogliano
15	SP2	27.800	29.915	2.115	eh sì [xxxx] sì sì sì
16	SP1	28.190	29.460	1.270	[cercare in primo]
17	SP2	30.149	30.655	0.506	[e]
18	SP1	30.149	30.655	0.506	[però]
19	SP2	30.720	32.759	2.039	e invece per quanto riguarda il lavoro
20	SP2	32.809	35.358	2.549	pensi che si un buon posto in cui lavorare
21	SP2	35.780	38.733	2.953	[c(io)è sì secon]do te si trova lavoro [o::]
22	SP1	35.790	36.687	0.897	[ehm]
23	SP1	38.179	41.710	3.531	[ah] okay come s[ì no a bolo]gna sicuramente:
24	SP2	39.470	40.079	0.609	[mhmh]
25	SP1	41.760	42.550	0.790	secondo me
26	SP1	43.050	45.268	2.218	ha molte opportunità: lavorative
27	SP1	45.609	46.290	0.681	m:h
28	SP1	46.669	48.639	1.970	rispetto a mh ad esempio forlì
29	SP1	48.679	50.605	1.926	adesso prendiamo forlì come riferimento [però]
30	SP2	50.210	50.597	0.387	[mhmh]
31	SP1	51.530	55.905	4.375	c'è sicuramente molta più offerta lavorativa su bologna perché:
32	SP1	57.179	61.223	4.044	un po' e:hm ci sono molte industrie poi dipende uno che cosa fa
33	SP1	61.349	61.841	0.492	però
34	SP1	62.250	63.351	1.101	c'è::
35	SP1	63.450	67.190	3.740	c'è sia l'industria: è la regione poi della motor valley
36	SP1	67.260	69.783	2.523	si ci sono tutte le azien[de: dei motori]
37	SP2	68.399	69.693	1.294	[mh sì sì sì sì]
38	SP1	70.079	72.617	2.538	in quella zona lì poi anche più verso modena in realtà
39	SP1	72.809	73.415	0.606	però
40	SP1	74.480	75.288	0.808	e:hm
41	SP1	75.929	81.229	5.300	secondo me c'è un po' di tutto comunque anche a livello umanistico qualcosa si si tro[va] a bologna
42	SP2	80.190	80.678	0.488	[mhmh]
43	SP1	82.379	86.245	3.866	e:h io poi ho trovato lavoro tramite un concorso quin[di::]
44	SP2	85.480	86.669	1.189	[ah okay] mhmh
45	SP1	86.700	88.529	1.829	mh quello magari::
46	SP1	88.609	90.419	1.810	>è diverso< però anche nel pubblico
47	SP1	90.470	92.907	2.437	probabilmente a bologna c'è molto di più rispett[o:]
48	SP2	92.659	93.878	1.219	[ma]gari più post[i:]
49	SP1	93.910	95.720	1.810	[sì] esatto poi l'università di bologna
50	SP1	96.419	98.544	2.125	mh ha cioè diciamo che
51	SP1	98.639	100.658	2.019	porta tanto lavoro in tanti modi
52	SP2	100.660	101.146	0.486	mh[mh]
53	SP1	100.910	101.496	0.586	[sec]ondo me
54	SP1	103.370	105.487	2.117	°e quindi sì sicuramente°
55	SP1	105.540	107.960	2.420	°ci sono buone opportunità secondo me a bologna°
