tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	SP1	0.0	11.54	11.54	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	31	bene allora intanto ero curiosa di sapere da quanto tempo c'è questo negozio perché io sono di qui e frequento un po' questa zona ma non l'avevo mai visto	bene allora intanto ero curiosa di sapere da quanto tempo c'è questo negozio perché io sono di qui e frequento un po' questa zona ma non l'avevo mai visto	bene allora intanto ero curiosa di sapere da quanto tempo c' è questo negozio perché io sono di qui e frequento un po' questa zona ma non l' avevo mai visto
1	SP2	11.82	12.96	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no eh non [è così]	no eh non [è così]	no eh non è così
2	SP1	12.502	13.167	0.665	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[straname]nte	[straname]nte	stranamente
3	SP2	13.3	15.92	2.62	True	False	0	1	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	questo negozio è già da 22 anni	questo negozio è già da ventidue anni	questo negozio è già da ventidue anni
4	SP1	16.22	17.804	1.584	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ok [quindi non è nuovo]	ok [quindi non è nuovo]	ok quindi non è nuovo
5	SP2	16.599	18.003	1.404	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	[sono qui da sei an]ni	[sono qui da sei an]ni	sono qui da sei anni
6	SP2	18.04	28.14	10.1	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	28	no no no questo qua non è nuovo di prima era una casa d'autrice vaisi poi hanno chiuso allora già comprato un'altra persona e fatta copisteria	no no no questo qua non è nuovo di prima era una casa d'autrice vaisi poi hanno chiuso allora già comprato un'altra persona e fatta copisteria	no no no questo qua non è nuovo di prima era una casa d' autrice vaisi poi hanno chiuso allora già comprato un' altra persona e fatta copisteria
7	SP1	28.3	28.731	0.431	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	ok	ok	ok
8	SP2	29.082	33.36	4.278	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	poi io sono da terza mano che: i:ù andando avanti	poi io sono da terza mano che: i:ù andando avanti	poi io sono da terza mano che iù andando avanti
9	SP1	33.68	34.408	0.728	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	mhmh ok	mhmh ok	mhmh ok
10	SP1	34.863	35.582	0.719	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	mhm:h	mhm:h	mhmh
