tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	SP1	0.53	3.37	2.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	m:h xx secondo me infatti il fatto che è aumentato il turismo	m:h xx secondo me infatti il fatto che è aumentato il turismo	mh x secondo me infatti il fatto che è aumentato il turismo
1	SP1	3.95	6.058	2.108	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ha impattato molto anche [xx gli affitti]	ha impattato molto anche [xx gli affitti]	ha impattato molto anche x gli affitti
2	SP2	5.05	6.058	1.008	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[eh può essere]	[eh può essere]	eh può essere
3	SP2	6.4	7.191	0.791	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	è vero è vero	è vero è vero	è vero è vero
4	SP1	7.216	10.183	2.967	True	False	0	0	1	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	perchè: dicevano che molte persone molti::	perché: dicevano che molte persone molti::	perché dicevano che molte persone molti
5	SP1	10.31	13.342	3.032	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	proprietari hanno messo le case su airb and b	proprietari hanno messo le case su airb and b	proprietari hanno messo le case su airb and b
6	SP1	13.96	15.063	1.103	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	per per il turis[mo]	per per il turis[mo]	per per il turismo
7	SP2	14.927	15.42	0.493	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mh]mh	[mh]mh	mhmh
8	SP1	16.293	18.556	2.263	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	e tutte queste case sono state tolte dal mercato	e tutte queste case sono state tolte dal mercato	e tutte queste case sono state tolte dal mercato
9	SP1	18.767	20.4	1.633	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	della gente che ci deve vivere insom[ma]	della gente che ci deve vivere insom[ma]	della gente che ci deve vivere insomma
10	SP2	20.12	21.221	1.101	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[mh]mh è vero	[mh]mh è vero	mhmh è vero
11	SP1	21.34	24.922	3.582	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	quindi sicuramente il turismo ha influito anche su questo:: questa cosa qua	quindi sicuramente il turismo ha influito anche su questo:: questa cosa qua	quindi sicuramente il turismo ha influito anche su questo questa cosa qua
12	SP1	26.24	26.728	0.488	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	però	però	però
13	SP1	26.84	27.92	1.08	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	capisco anche che vogliano	capisco anche che vogliano	capisco anche che vogliano
14	SP2	28.04	30.155	2.115	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	eh sì [xxxx] sì sì sì	eh sì [xxxx] sì sì sì	eh sì x sì sì sì
15	SP1	28.54	29.807	1.267	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[incentivare il turismo]	[incentivare il turismo]	incentivare il turismo
16	SP2	30.553	30.896	0.343	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[e]	[e]	e
17	SP1	30.553	30.887	0.334	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[però]	[però]	però
18	SP2	31.04	35.599	4.559	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	16	e invece per quanto riguarda il lavoro pensi che sia un buon posto in cui lavorare	e invece per quanto riguarda il lavoro pensi che sia un buon posto in cui lavorare	e invece per quanto riguarda il lavoro pensi che sia un buon posto in cui lavorare
19	SP2	36.22	39.173	2.953	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	[c(io)è sì secon]do te si trova lavoro [o::]	[c(io)è sì secon]do te si trova lavoro [o::]	cioè sì secondo te si trova lavoro o
20	SP1	36.233	37.133	0.9	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[ehm]	[ehm]	ehm
21	SP1	38.553	42.791	4.238	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	[ah] okay come s[ì no a bolo]gna sicuramente: secondo me	[ah] okay come s[ì no a bolo]gna sicuramente: secondo me	ah okay come sì no a bologna sicuramente secondo me
22	SP2	39.71	40.32	0.61	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
23	SP1	43.29	45.508	2.218	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ha molte opportunità: lavorative	ha molte opportunità: lavorative	ha molte opportunità lavorative
24	SP1	45.85	46.53	0.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	m:h	m:h	mh
25	SP1	46.91	50.845	3.935	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	rispetto a mh ad esempio forlì adesso prendiamo forlì come riferimento [però]	rispetto a mh ad esempio forlì adesso prendiamo forlì come riferimento [però]	rispetto a mh ad esempio forlì adesso prendiamo forlì come riferimento però
26	SP2	50.45	50.837	0.387	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
27	SP1	51.77	56.145	4.375	True	False	0	0	1	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	c'è sicuramente molta più offerta lavorativa su bologna perchè:	c'è sicuramente molta più offerta lavorativa su bologna perché:	c' è sicuramente molta più offerta lavorativa su bologna perché
