Subtitle-Tier	0.240	3.220	2.980	persone che magari puoi avere incontrato: un po',
Subtitle-Tier	8.910	9.290	0.380	[mhm]h
Subtitle-Tier	12.090	12.820	0.730	[sì è ve]ro
Subtitle-Tier	26.510	26.800	0.290	[mhmh]
Subtitle-Tier	32.340	32.610	0.270	sì
Subtitle-Tier	32.760	33.930	1.170	[ ((ride)) esatto]
Subtitle-Tier	34.670	37.520	2.850	((ride)) le classiche persone che sono sotto i portici
Subtitle-Tier	43.180	44.450	1.270	[a:] ah sì sì sì
Subtitle-Tier	47.320	49.310	1.990	anche cremonini dicono che si [aspetta]
Subtitle-Tier	49.900	51.120	1.220	[°poi niente° neanche io]
Subtitle-Tier	59.060	61.820	2.760	beh magari dai quest'anno [sarà l'anno buono]
Subtitle-Tier	62.840	68.730	5.890	e anche, emh (.) per il fatto che hanno messo le luci con le scritte delle canzoni [cosa ne pensi?]
Subtitle-Tier	73.350	73.660	0.310	°bello°
Subtitle-Tier	76.540	76.810	0.270	[sì]
Subtitle-Tier	78.670	81.070	2.400	che poi hanno messo anche le [sue vero? sìsì]
Subtitle-Tier	85.350	87.010	1.660	[ mh mh anche secondo me]
Subtitle-Tier	88.640	91.400	2.760	e [invece, ] il tuo posto del cuore di bologna?
Subtitle-Tier	91.880	95.680	3.800	non so anche solo un bar, [a cu]i sei particolarmente affezionata?
Subtitle-Tier	105.710	107.390	1.680	[ah,] lì è bellis[simo]
Subtitle-Tier	116.660	116.990	0.330	[bello]
Subtitle-Tier	118.260	118.830	0.570	bellissimo
Subtitle-Tier	119.220	123.160	3.940	e in generale bologna, ritieni che sia una bella città in cui vivere:
Subtitle-Tier	133.300	135.350	2.050	[okay] quindi più per giovani mag[ari]
Subtitle-Tier	149.190	149.500	0.310	[mhmh]
Subtitle-Tier	150.980	153.780	2.800	e per esempio i suoi punti forti secondo te, quali sono?
Subtitle-Tier	162.310	162.630	0.320	[mhmh]
Subtitle-Tier	178.520	179.090	0.570	[è vero]
Subtitle-Tier	192.580	194.580	2.000	e mezzi di trasporto anche:
Subtitle-Tier	212.260	213.100	0.840	[mhmh]
Subtitle-Tier	217.030	217.790	0.760	°non è [vivibile°]
Subtitle-Tier	222.090	222.620	0.530	[mhmh]
Subtitle-Tier	225.330	225.940	0.610	[okay] ((ride))
Subtitle-Tier	237.110	237.310	0.200	mhmh
Subtitle-Tier	247.550	247.930	0.380	mhmh
Subtitle-Tier	253.020	253.170	0.150	è
Subtitle-Tier	253.680	254.290	0.610	[infatti]
Subtitle-Tier	262.540	264.560	2.020	sì e costa anche: [abbastanza]
Subtitle-Tier	273.500	273.770	0.270	mhmh
Subtitle-Tier	278.700	281.120	2.420	[eh magari] anche con una famiglia poi diventa un po' buono
Subtitle-Tier	309.660	311.650	1.990	anche io per ogni cosa esatto
Subtitle-Tier	332.140	335.940	3.800	perché se ci pensi da un fattore ambientale è proprio
Subtitle-Tier	342.760	343.250	0.490	questa cosa
Subtitle-Tier	345.260	347.340	2.080	vabbè dai una bella cosa anche che ti ha lasciato
Subtitle-Tier	370.120	370.930	0.810	sembra tutto vicino
Subtitle-Tier	374.880	378.220	3.340	è vero infatti poi c'è anche tutto il percorsi di andare su
Subtitle-Tier	379.740	384.660	4.920	e invece gli aspetti più negativi che proprio vorresti cambiare della città
Subtitle-Tier	430.340	431.460	1.120	sì anche secondo me
Subtitle-Tier	465.720	466.400	0.680	esatto
Subtitle-Tier	477.420	479.100	1.680	e a livello di sicurezza
Subtitle-Tier	479.240	482.560	3.320	ti senti sicura per esempio in città o
Subtitle-Tier	503.500	505.520	2.020	e ci sono delle zone secondo te in cui
Subtitle-Tier	505.540	509.400	3.860	proprio uno si sente meno sicuro
Subtitle-Tier	509.420	511.540	2.120	quindi c'è meglio non passare
Subtitle-Tier	552.120	553.060	0.940	dove c'è più gente
