parlante_1	0.180	0.920	0.740	(per quattro)
parlante_1	5.520	8.150	2.630	# e vabbé (ma quello è il padre sai mando sta) so
parlante_1	11.110	11.390	0.280	Ah
parlante_1	17.980	20.020	2.040	[vabbé tan]to e t-t- tutti e due (programmi) di pasta
parlante_1	28.980	29.830	0.850	(e non stono)?
parlante_1	34.300	34.830	0.530	[no]:
parlante_1	35.570	36.320	0.750	(ti prego)
parlante_1	40.150	42.560	2.410	sorry: te le rifaccio prima che te ne vai
parlante_1	54.770	55.270	0.500	va bene
parlante_1	62.290	64.800	2.510	E ma [l'altra è metà] perché [metà] si deve tagliare
parlante_1	65.490	66.950	1.460	[il ghiaccio (l'al)xxx]
parlante_1	86.990	87.670	0.680	come:
parlante_1	93.150	95.290	2.140	((applaude))
parlante_1	95.660	98.980	3.320	# grazie regà me lo ricorderò a vita sappiate che non si replicherà mai più
parlante_1	100.540	106.570	6.030	no perché poi a me cioé e:h Adoro (.) i- come mangiano in ospedale praticamente fabiano me lo dice sempre
parlante_1	106.910	108.010	1.100	(adoro) senza sale
parlante_1	108.660	112.740	4.080	cioè meno sale c'é più mi piace senza olio senza niente meno condimento è
parlante_1	113.470	113.750	0.280	[eh]
parlante_1	114.830	115.980	1.150	no no sì sì questo sì
parlante_1	118.280	119.650	1.370	ma ci sono cose e cose
parlante_1	120.220	123.420	3.200	però tipo la pasta eh la sto mangiando quasi completamente senza sale
parlante_1	126.010	130.920	4.910	lo so mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale la sento salatissima
parlante_1	132.540	133.160	0.620	<no>
parlante_1	134.560	134.850	0.290	mh
parlante_1	136.700	139.700	3.000	eh lo so però non: mi sono abituata non so perché
parlante_1	142.710	145.350	2.640	eh INFAtti che problema ho? ditemelo voi
parlante_1	148.060	149.450	1.390	mado veramente tantissimi ((ride))
parlante_1	159.280	160.020	0.740	è illegale eh
parlante_1	161.040	168.040	7.000	lo so ma t- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce la faccio a mangiarlo non so quante volte ho litigato con mamma
parlante_1	170.270	172.620	2.350	perché la sento oggettivamente salata
parlante_1	179.460	179.940	0.480	[io no]
parlante_1	184.670	187.970	3.300	Smettila tanto se già le hai assaggiate mamma mia mi fanno schifo ste cose
parlante_1	194.200	197.180	2.980	 sono buone proprio amo sono: sott'aceto non sott'olio
parlante_1	198.120	199.050	0.930	no son bruttissime
parlante_1	212.860	214.210	1.350	sono mh di zenzero?
parlante_1	214.960	216.090	1.130	zenzero non saprei
parlante_1	222.320	223.620	1.300	si sono brutte:
parlante_1	226.550	227.690	1.140	e:h [io]
parlante_1	229.120	230.220	1.100	è un po' uno spreco
parlante_1	235.730	237.360	1.630	eh sono bruttissime:
parlante_1	244.650	244.990	0.340	mh
parlante_1	246.740	250.340	3.600	no ma ce ne sono delle marche in barattolo che sono nuove ma queste proprio brutte
parlante_1	256.390	257.790	1.400	come mai mamma l'ha comprata
parlante_1	258.450	259.810	1.360	((ride))
parlante_1	260.340	262.030	1.690	(lo sai)? infatti ((ride))
parlante_1	264.870	265.430	0.560	ma scusami?
parlante_1	270.790	272.630	1.840	sì però in genere:
parlante_1	272.930	274.150	1.220	per il pane
parlante_1	275.115	275.534	0.419	perché
parlante_1	276.986	280.472	3.486	no sul pane abbiamo i vizi ma su tutto il resto siamo abbastanza chill
parlante_1	282.854	283.664	0.810	è buonissima
parlante_1	292.173	293.389	1.216	[pure secondo me sai?]
parlante_2	3.020	5.430	2.410	Non (uno chilo) settecento grammi di pasta
parlante_2	5.520	6.320	0.800	[(con quell-)]
parlante_2	8.340	11.120	2.780	il padre man- mangia: ne mangia una scodella di insalata
parlante_2	14.010	17.650	3.640	Con Due Vasetti del pesto quello là barilla:
parlante_2	18.000	18.510	0.510	[(e poi)]
parlante_2	20.720	21.780	1.060	ricotte e noci'
parlante_2	22.200	23.220	1.020	non contenta
parlante_2	23.450	24.850	1.400	il fior di latte dentro
parlante_2	25.280	26.250	0.970	non contenta
parlante_2	26.650	27.890	1.240	il parmigiano sopra
parlante_2	30.760	33.930	3.170	# non contenta (per tutta la sessione uagliò) ci metto pure le noci sopra
parlante_2	45.970	46.820	0.850	sai che possiamo fare?
parlante_2	59.160	59.960	0.800	[°uno z]ucchinone°
parlante_2	73.420	74.500	1.080	# [s'é cong]elata
parlante_2	76.410	78.110	1.700	[eh si è bruciata] si è:
parlante_2	135.160	135.720	0.560	[cosa?]
parlante_2	145.410	146.800	1.390	eh vabbé meglio così in realtà eh
parlante_2	149.820	150.530	0.710	cioé io dir[ei]
parlante_2	150.840	159.270	8.430	cioé che non la vuoi sala- cioé ch-che non vuoi mettere il sale nel condimento nella pasta però non salare l'acqua quando la bolli è [illegale °cazzo°]
parlante_2	168.290	169.420	1.130	vabbé meglio così
parlante_2	218.450	219.820	1.370	per me come (viviano) sanno di aceto
parlante_2	241.230	244.090	2.860	io un tempo compravo quelle là: della lidl
parlante_2	246.050	246.630	0.580	(baresa)
parlante_2	252.430	253.560	1.130	costano eh
parlante_2	254.120	255.120	1.000	costano queste
parlante_2	265.860	266.640	0.780	qualcosa non va
parlante_2	280.549	282.097	1.548	(ma) nella conad (al gelì)
parlante_2	284.093	285.527	1.434	mamma mia mai mangiato un pane così
parlante_2	289.288	293.381	4.093	è anche più buono di quello al viallaggio della paninoteca: eh della: [xxx]
parlante_2	300.743	302.133	1.390	papà quando c'è la (polacca) là
parlante_2	302.540	303.876	1.336	li fa (aggiungere) tantissimo
parlante_2	304.465	307.274	2.809	infatti
parlante_3	34.290	34.620	0.330	[no]?
parlante_3	38.740	39.040	0.300	[mh]
parlante_3	42.800	43.170	0.370	eh
parlante_3	44.580	44.920	0.340	[mh]
parlante_3	47.340	47.630	0.290	no
parlante_3	55.540	57.670	2.130	ma perché la zucchina non- l- l'avevi già fatta?
parlante_3	71.010	71.390	0.380	[mh]
parlante_3	99.000	99.730	0.730	((ride))
parlante_3	112.890	114.600	1.710	questo sale l'ho preso [per]ché mi hai visto tu eh però
parlante_3	123.540	123.760	0.220	mh
parlante_3	124.740	125.930	1.190	ma fa schifo la pasta senza sale
parlante_3	131.040	132.510	1.470	cioè non metti proprio il sale nell'acqua
parlante_3	141.060	141.530	0.470	vabbé
parlante_3	141.720	142.440	0.720	che problema hai?
parlante_3	148.820	149.430	0.610	((ride))
parlante_3	158.250	159.270	1.020	[eh no esatto]
parlante_3	189.530	189.920	0.390	vabbé
parlante_3	214.200	214.670	0.470	ma no
parlante_3	267.550	270.030	2.480	eh ma le raga: loro vanno anche alla conad no?
parlante_3	286.429	286.792	0.363	vero
parlante_3	294.460	295.146	0.686	la (panichelli)
parlante_3	295.363	295.925	0.562	la panetteria
parlante_3	297.381	298.469	1.088	è molto molto buono
parlante_3	304.093	304.336	0.243	perché?
parlate_4	36.730	39.840	3.110	qua mi piacevano tanto quelle zucchine [le ave]te mangiate tutte?
parlate_4	84.370	86.630	2.260	(mi chiedevo come le ha: fatte emiliana)
parlate_4	88.060	89.900	1.840	ci ha messo dentro l'[origa]no (tuttavia)
parlate_4	116.780	117.340	0.560	più o meno
parlate_4	181.090	184.680	3.590	io voglio quelle zucchine di emiliana (.) non [xxxx]
parlate_4	204.050	207.090	3.040	ma a me manco piacciono mi piacciono solo quelle di mamma
parlate_4	211.110	212.710	1.600	fanno schifo sanno di zenzero
