tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
1	SP1	0.0	0.82	0.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	per quattro?	per quattro?	per quattro
2	SP2	3.0	5.28	2.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	no un chilo settecento grammi di pasta	no un chilo settecento grammi di pasta	no un chilo settecento grammi di pasta
3	SP1	5.4	7.94	2.54	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	eh [vabbè ma] perché quello il padre se ne mangia assai io so	eh [vabbè ma] perché quello il padre se ne mangia assai io so	eh vabbè ma perché quello il padre se ne mangia assai io so
4	SP2	5.58	6.05	0.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[con due]	[con due]	con due
5	SP2	8.08	11.08	3.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	il padre va e ne mangia: ne mangia una scodella di insalata	il padre va e ne mangia: ne mangia una scodella di insalata	il padre va e ne mangia ne mangia una scodella di insalata
6	SP1	11.115	11.413	0.298	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh	eh	eh
7	SP2	13.98	17.73	3.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	con due vasetti del pesto quello là barilla:	con due vasetti del pesto quello là barilla:	con due vasetti del pesto quello là barilla
8	SP2	18.015	18.3	0.285	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[rico-]	[rico-]	rico-
9	SP1	18.015	20.035	2.02	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	7	[vabbè] grazie *co settecento grammi di pasta	[vabbè] grazie co settecento grammi di pasta	vabbè grazie co settecento grammi di pasta
10	SP2	20.7	21.621	0.921	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	ricotta e noci,	ricotta e noci,	ricotta e noci
11	SP2	22.16	23.168	1.008	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	non contenta:	non contenta:	non contenta
12	SP2	23.409	24.825	1.416	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	il fiordilatte dentro,	il fiordilatte dentro,	il fiordilatte dentro
13	SP2	25.212	26.227	1.015	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	non contenta	non contenta	non contenta
14	SP2	26.52	27.94	1.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	il parmigiano sopra	il parmigiano sopra	il parmigiano sopra
15	SP1	28.99	29.78	0.79	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e lo stona	e lo stona	e lo stona
16	SP2	30.72	34.04	3.32	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	16	non contenta mi ha detto eh se *c'avevo le noci mettevo pure le noci sopra	non contenta mi ha detto eh se c'avevo le noci mettevo pure le noci sopra	non contenta mi ha detto eh se c' avevo le noci mettevo pure le noci sopra
17	SP3	34.29	34.82	0.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[(ah no?)]	[(ah no?)]	ah no
18	SP1	34.29	34.82	0.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[no:]	[no:]	no
19	SP1	35.53	36.225	0.695	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	(che bravo)	(che bravo)	che bravo
20	SP2	36.74	39.78	3.04	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	10	(*ua) mi piacevano tanto quelle zucchine le [avete] mangiate tutte?	(ua) mi piacevano tanto quelle zucchine le [avete] mangiate tutte?	ua mi piacevano tanto quelle zucchine le avete mangiate tutte
21	SP3	38.755	39.038	0.283	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
22	SP1	40.12	42.59	2.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	sorry: te le rifaccio prima che te ne vai	sorry: te le rifaccio prima che te ne vai	sorry te le rifaccio prima che te ne vai
23	SP3	42.82	43.24	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e:h	e:h	eh
24	SP2	43.445	44.31	0.865	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	5	((ride)) prima che te ne vai	{ride} prima che te ne vai	{ride} prima che te ne vai
25	SP3	44.44	44.624	0.184	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m:h	m:h	mh
26	SP2	44.73	45.334	0.604	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	dov'è che va via?	dov'è che va via?	dov' è che va via
27	SP3	45.86	46.84	0.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	sai che possiamo [fa]re?	sai che possiamo [fa]re?	sai che possiamo fare
28	SP2	46.37	46.588	0.218	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[x]	[x]	x
29	SP2	47.34	47.65	0.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°no°	°no°	no
30	SP3	47.76	50.35	2.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	con questa zucchinona gigante che tengo la vogliamo arrostire?	con questa zucchinona gigante che tengo la vogliamo arrostire?	con questa zucchinona gigante che tengo la vogliamo arrostire
31	SP3	50.8	54.68	3.88	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	14	adesso tipo cioè non ce la mangiamo adesso però: lo facciamo per domani magari	adesso tipo cioè non ce la mangiamo adesso pero': lo facciamo per domani magari	adesso tipo cioè non ce la mangiamo adesso pero' lo facciamo per domani magari
32	SP1	54.76	55.2	0.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	va bene	va bene	va bene
33	SP2	55.56	57.98	2.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	ma perché la zucchinona non l'avevi già fatta?	ma perché la zucchinona non l'avevi già fatta?	ma perché la zucchinona non l' avevi già fatta
34	SP3	58.22	59.4	1.18	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	amore erano due zucchi[none]	amore erano due zucchi[none]	amore erano due zucchinone
35	SP2	59.12	59.87	0.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°(erano)] due zucchinone°	[°(erano)] due zucchinone°	erano due zucchinone
36	SP3	59.91	62.06	2.15	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	una l'ho fatta, l'altra:	una l'ho fatta, l'altra:	una l' ho fatta l' altra
37	SP1	62.28	64.69	2.41	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	11	eh ma [l'altra è metà] perchè [metà] si deve tagliare	eh ma [l'altra è metà] perché [metà] si deve tagliare	eh ma l' altra è metà perché metà si deve tagliare
38	SP3	62.56	63.28	0.72	True	1	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ è nel frigo]	[è nel frigo]	è nel frigo
39	SP3	63.5	63.777	0.277	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[e:h]	[e:h]	eh
40	SP3	64.69	71.74	7.05	True	0	0	2	0	0	0	0	False	False	False	False	False	_	0	0	0	23	perchè nel frigo: [stava troppo: forte si è] il ghiaccio l'ha tipo un pò: m:h disturbata diciamo così [non so co]me dire	perché nel frigo: [stava troppo: forte si è] il ghiaccio l'ha tipo un po': m:h disturbata diciamo così [non so co]me dire	perché nel frigo stava troppo forte si è il ghiaccio l' ha tipo un po' mh disturbata diciamo così non so come dire
41	SP1	65.65	67.02	1.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[il ghiaccio là si è: eh]	[il ghiaccio là si è: eh]	il ghiaccio là si è eh
42	SP2	71.04	71.33	0.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
43	SP3	72.14	73.76	1.62	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	eh si è fatta tipo molla:, [strana:]	eh si è fatta tipo molla:, [strana:]	eh si è fatta tipo molla strana
44	SP2	73.39	74.36	0.97	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[si è co]ngelata	[si è co]ngelata	si è congelata
45	SP3	75.36	77.42	2.06	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	eh ma si è fatta molla [strana al lato]	eh ma si è fatta molla [strana al lato]	eh ma si è fatta molla strana al lato
46	SP2	76.36	77.98	1.62	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[eh si è bruciata] si è:	[eh si è bruciata] si è:	eh si è bruciata si è
47	SP3	78.08	79.84	1.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	(brava) tipo fosse una bruciatura da: gelo	(brava) tipo fosse una bruciatura da: gelo	brava tipo fosse una bruciatura da gelo
48	SP2	80.58	81.02	0.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m:h	m:h	mh
49	SP2	84.4	86.56	2.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	mi è piaciuto come le ha: fatte miriana	mi è piaciuto come le ha: fatte miriana	mi è piaciuto come le ha fatte miriana
50	SP1	87.0	87.52	0.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	olè	olè	olè
51	SP2	87.92	89.86	1.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ci ha messo dentro [l'ori]gano tuttavia	ci ha messo dentro [l'ori]gano tuttavia	ci ha messo dentro l' origano tuttavia
52	SP3	88.785	89.078	0.293	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[(brava)]	[(brava)]	brava
53	SP3	90.6	94.7	4.1	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	davvero do- dovresti essere contenta il primo: complimento da qu- che hai cucinato qualcosa a tu	davvero do- dovresti essere contenta il primo: complimento da qu- che hai cucinato qualcosa a tu	davvero do- dovresti essere contenta il primo complimento da qu- che hai cucinato qualcosa a tu
54	SP2	94.745	95.339	0.594	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((applaude))	{applaude}	{applaude}
55	SP1	95.56	99.02	3.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	grazie gra- me lo ricorderò a vita: sappiate che non si replicherà mai più	grazie gra- me lo ricorderò a vita: sappiate che non si replicherà mai più	grazie gra- me lo ricorderò a vita sappiate che non si replicherà mai più
56	SP3	99.02	99.716	0.696	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
57	SP1	100.68	106.56	5.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	no perché poi: io invece e:h adoro i- come mangiano in ospedale praticamente fabiana me lo dice sempre	no perché poi: io invece e:h adoro i- come mangiano in ospedale praticamente fabiana me lo dice sempre	no perché poi io invece eh adoro i- come mangiano in ospedale praticamente fabiana me lo dice sempre
58	SP1	106.9	108.02	1.12	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	adoro senza sale:,	adoro senza sale:,	adoro senza sale
59	SP1	108.625	112.695	4.07	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 cioè meno sale c'è e più mi piace, senza olio, senza niente cioè meno condimento è	cioè meno sale c'è e più mi piace, senza olio, senza niente cioè meno condimento è	cioè meno sale c' è e più mi piace senza olio senza niente cioè meno condimento è
60	SP3	112.8	115.03	2.23	True	0	0	2	0	0	0	0	False	False	False	False	False	_	0	0	0	14	questo sale l'ho preso [perchè] me lo hai visto tu eh però [quindi]	questo sale l'ho preso [perché] me lo hai visto tu eh pero' [quindi]	questo sale l' ho preso perché me lo hai visto tu eh pero' quindi
61	SP1	113.335	113.609	0.274	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[x]	[x]	x
62	SP1	114.72	116.0	1.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[no no] sì sì questo sì	[no no] sì sì questo sì	no no sì sì questo sì
63	SP3	116.72	117.5	0.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	più o meno	più o meno	più o meno
64	SP1	118.24	119.7	1.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	no ci sono cose e cose	no ci sono cose e cose	no ci sono cose e cose
65	SP1	120.16	123.34	3.18	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	12	però tipo la pasta io la sto mangiando quasi completamente senza sale	pero' tipo la pasta io la sto mangiando quasi completamente senza sale	pero' tipo la pasta io la sto mangiando quasi completamente senza sale
66	SP3	123.48	123.84	0.36	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
67	SP3	124.66	125.92	1.26	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	non fa schifo la pasta senza sa-?	non fa schifo la pasta senza sa-?	non fa schifo la pasta senza sa-
68	SP1	126.02	130.88	4.86	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	lo so ma mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale io la sento salatissima	lo so ma mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale io la sento salatissima	lo so ma mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale io la sento salatissima
69	SP3	130.96	132.64	1.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	cioè non metti proprio: il sale nell'acqua?	cioè non metti proprio: il sale nell'acqua?	cioè non metti proprio il sale nell' acqua
70	SP1	132.69	133.08	0.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	no:	no:	no
71	SP1	134.46	134.9	0.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m:h	m:h	mh
72	SP2	135.12	135.54	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[cosa?]	[cosa?]	cosa
73	SP3	135.12	135.901	0.781	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	3	[che schi]fo: *amò	[che schi]fo: amò	che schifo amò
74	SP1	136.62	139.63	3.01	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	12	eh lo so però: non non mi sono abituata non so perché	eh lo so pero': non non mi sono abituata non so perché	eh lo so pero' non non mi sono abituata non so perché
75	SP3	141.055	141.325	0.27	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	vabbè	vabbè	vabbè
76	SP2	141.72	142.5	0.78	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	che problema hai?	che problema hai?	che problema hai
77	SP3	142.61	143.633	1.023	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
78	SP1	142.73	145.32	2.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	eh infatti che problemi ho? ditemelo voi	eh infatti che problemi ho? ditemelo voi	eh infatti che problemi ho ditemelo voi
79	SP2	145.4	146.62	1.22	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	vabbè meglio così in realtà eh	vabbè meglio così in realtà eh	vabbè meglio così in realtà eh
80	SP3	146.76	147.16	0.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	tanti	tanti	tanti
81	SP1	147.98	149.5	1.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ma no veramente tantissimi	ma no veramente tantissimi	ma no veramente tantissimi
82	SP3	148.845	149.5	0.655	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
83	SP2	149.66	150.38	0.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	cioè voglio dire	cioè voglio dire	cioè voglio dire
84	SP3	150.4	150.693	0.293	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ops	ops	ops
85	SP2	150.74	158.32	7.58	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	1	25	che non la vuoi: sala:- cioè che non vuoi mettere il sale nel condimento della pasta però non salare l'acqua quando la bolli è illegale	che non la vuoi: sala:- cioè che non vuoi mettere il sale nel condimento della pasta pero' non salare l'acqua quando la bolli è illegale	che non la vuoi sala:- cioè che non vuoi mettere il sale nel condimento della pasta pero' non salare l' acqua quando la bolli è illegale
86	SP3	158.41	158.99	0.58	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	1	esatt[o:]	esatt[o:]	esatto
87	SP2	159.04	159.528	0.588	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	3	[non si fa]	[non si fa]	non si fa
88	SP1	159.14	160.06	0.92	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[è illega]le:	[è illega]le:	è illegale
89	SP1	161.0	167.97	6.97	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	32	lo so ma ti- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce faccio a mangiarla non so quante volte ho litigato con mamma	lo so ma ti- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce faccio a mangiarla non so quante volte ho litigato con mamma	lo so ma ti- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce faccio a mangiarla non so quante volte ho litigato con mamma
90	SP2	168.36	169.4	1.04	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	vabbè meglio così	vabbè meglio così	vabbè meglio così
91	SP1	170.18	172.55	2.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	perché la sento oggettivamente salata	perché la sento oggettivamente salata	perché la sento oggettivamente salata
92	SP2	175.72	177.42	1.7	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	io comunque non so voi ho ancora fame voi?	io comunque non so voi ho ancora fame voi?	io comunque non so voi ho ancora fame voi
93	SP3	178.16	180.82	2.66	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	9	io: non partricolarmente [(mangiati) un pò] di: queste melanzanette	io: non partricolarmente [(mangiati) un po'] di: queste melanzanette	io non partricolarmente mangiati un po' di queste melanzanette
94	SP1	179.315	179.75	0.435	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[io no]	[io no]	io no
95	SP2	180.94	182.97	2.03	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	io volevo: le zucchine di emiliano	io volevo: le zucchine di emiliano	io volevo le zucchine di emiliano
96	SP2	183.42	185.18	1.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	le avete mangia[te tutte quante]	le avete mangia[te tutte quante]	le avete mangiate tutte quante
97	SP3	184.12	185.184	1.064	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	4	[eh *amò sono finite]	[eh amò sono finite]	eh amò sono finite
98	SP1	184.7	187.74	3.04	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	15	[senti] non so se già le hai assaggiate ma: a me fanno schifo *ste cose	[senti] non so se già le hai assaggiate ma: a me fanno schifo ste cose	senti non so se già le hai assaggiate ma a me fanno schifo ste cose
99	SP2	189.66	190.06	0.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	vabbè	vabbè	vabbè
100	SP3	192.1	194.0	1.9	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	non sono quelle della mamma [ma sono buone]	non sono quelle della mamma [ma sono buone]	non sono quelle della mamma ma sono buone
101	SP1	193.13	196.92	3.79	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	12	[no: no: so]no brutte proprio *amò sono: sotto aceto no sott' olio	[no: no: so]no brutte proprio amò sono: sotto aceto no sott' olio	no no sono brutte proprio amò sono sotto aceto no sott' olio
102	SP3	197.26	198.12	0.86	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	3	è vero però	è vero pero'	è vero pero'
103	SP1	198.18	199.05	0.87	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	3	no *so bruttissime	no so bruttissime	no so bruttissime
104	SP3	199.18	203.11	3.93	True	0	0	0	1	0	0	0	False	False	False	False	False	_	1	0	0	15	miri (.) *c'amma consumà se fai questa cattiva [pubblicità roberto non se le mangia] x	miri {P} c'amma consumà se fai questa cattiva [pubblicità roberto non se le mangia] x	miri {P} c' amma consumà se fai questa cattiva pubblicità roberto non se le mangia x
105	SP1	201.32	203.1	1.78	True	0	0	0	0	0	0	0	False	False	False	False	True	104=1.780	0	1	0	6	lo so ma non mi piacciono: ((ride))	lo so ma non mi piacciono: {ride}	lo so ma non mi piacciono {ride}
106	SP2	204.38	207.12	2.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	ma a me neanche piacciono piacciono solo quelle di mamma	ma a me neanche piacciono piacciono solo quelle di mamma	ma a me neanche piacciono piacciono solo quelle di mamma
107	SP3	208.09	208.343	0.253	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
108	SP3	208.94	210.6	1.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	anche a me piacciono soltanto quelle della mamma di roberto	anche a me piacciono soltanto quelle della mamma di roberto	anche a me piacciono soltanto quelle della mamma di roberto
109	SP2	210.85	212.7	1.85	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	fan[no schi]fo sanno di zenzero	fan[no schi]fo sanno di zenzero	fanno schifo sanno di zenzero
110	SP1	211.17	211.547	0.377	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[e:h]	[e:h]	eh
111	SP1	212.84	214.06	1.22	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	sono (.) m:h di zenzero?	sono {P} m:h di zenzero?	sono {P} mh di zenzero
112	SP3	214.17	214.58	0.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ma no:	ma no:	ma no
113	SP1	214.77	216.08	1.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	no zenzero non saprei	no zenzero non saprei	no zenzero non saprei
114	SP3	218.4	219.8	1.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	per me come emiliano sanno di aceto	per me come emiliano sanno di aceto	per me come emiliano sanno di aceto
115	SP2	220.24	222.04	1.8	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	no non sono buone sono brutte proprio	no non sono buone sono brutte proprio	no non sono buone sono brutte proprio
116	SP1	222.18	223.46	1.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sono bru]tte:	[sì sono bru]tte:	sì sono brutte
117	SP3	222.18	223.08	0.9	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[(le dobbiamo) buttare?]	[(le dobbiamo) buttare?]	le dobbiamo buttare
