tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
1	SP1	0.32	1.79	1.47	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ci sono delle università	ci sono delle università	ci sono delle università
2	SP2	2.56	5.513	2.953	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì [no le università è pro]prio in città [xxx]	sì [no le università è pro]prio in città [xxx]	sì no le università è proprio in città x
3	SP1	2.88	4.12	1.24	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[o più nella capita-]	[o più nella capita-]	o più nella capita-
4	SP1	5.12	6.71	1.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	[okay] (.) okay okay okay	[okay] {P} okay okay okay	okay {P} okay okay okay
5	SP1	6.833	9.94	3.107	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	[e s-] (.) in capitale in capitale okay [eh se] devi::	[e s-] {P} in capitale in capitale okay [eh se] devi::	e s- {P} in capitale in capitale okay eh se devi
6	SP2	6.967	7.97	1.003	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[di:] in capitale	[di:] in capitale	di in capitale
7	SP2	8.84	9.38	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[però]	[però]	però
8	SP3	10.928	11.928	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	°posso anche°	°posso anche°	posso anche
9	SP2	14.06	15.54	1.48	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	vabbè adesso faccio finire qui	vabbè adesso faccio finire qui	vabbè adesso faccio finire qui
10	SP3	15.725	16.257	0.532	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°sì°	°sì°	sì
11	SP2	17.413	19.713	2.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	detali così che ci vengono	detali così che ci vengono	detali così che ci vengono
12	SP3	19.743	21.18	1.437	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	vengono abbastanza bene no	vengono abbastanza bene no	vengono abbastanza bene no
13	SP1	21.32	23.449	2.129	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	sì (.) proviamo vedere se:	sì {P} proviamo vedere se:	sì {P} proviamo vedere se
14	SP1	25.806	27.625	1.819	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	7	>allora< dimmi la capitale è molto [grande,]	>allora< dimmi la capitale è molto [grande],	allora dimmi la capitale è molto grande
15	SP2	27.139	33.194	6.055	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	[la capitale] è molto grande (.) e trecentosei virgola quattro e: <chilometri quadr[ati>]	[la capitale] è molto grande {P} e trecentosei virgola quattro e: <chilometri quadr[ati>]	la capitale è molto grande {P} e trecentosei virgola quattro e chilometri quadrati
16	SP1	32.944	34.413	1.469	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[okay] e po[po]lazione?	[okay] e po[po]lazione?	okay e popolazione
17	SP2	33.583	33.986	0.403	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[in]	[in]	in
18	SP2	34.733	39.0	4.267	True	0	0	0	0	0	0	0	0	False	False	False	False	True	19=0.327,20=0.236	0	0	0	7	e:h quattordici <milioni> quattordici punto quattro mi[lioni]	e:h quattordici <milioni> quattordici punto quattro mi[lioni]	eh quattordici milioni quattordici punto quattro milioni
19	SP1	37.259	37.586	0.327	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[EH]	[EH]	eh
20	SP1	38.764	41.458	2.694	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[cioè] bologna è trecentocinquantamila persone	[cioè] bologna è trecentocinquantamila persone	cioè bologna è trecentocinquantamila persone
21	SP2	41.458	45.083	3.625	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	beh [trecentocinquantamila] ma devo essere quanto grande bologna	beh [trecentocinquantamila] ma devo essere quanto grande bologna	beh trecentocinquantamila ma devo essere quanto grande bologna
22	SP1	41.861	43.361	1.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	[eh ((ride))]	[eh {ride}]	eh {ride}
23	SP1	45.569	47.413	1.844	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	non so di kilometri quadrati però:	non so di kilometri quadrati però:	non so di kilometri quadrati però
24	SP1	47.92	53.58	5.66	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva (.) infa-]	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva {P} infa-]	ma infatti mi sembrava impossibile ma il ragazzo ieri insisteva {P} infa-
25	SP2	52.222	55.264	3.042	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[e guarda che bologna è] centoqua- centoquaran[ta]	[e guarda che bologna è] centoqua- centoquaran[ta]	e guarda che bologna è centoqua- centoquaranta
26	SP1	54.861	55.764	0.903	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	[eh] (.) [sì]	[eh] {P} [sì]	eh {P} sì
27	SP2	55.583	59.653	4.07	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	[cento]quaranta virgola nove kilometri quadrati che se parliamo fino a	[cento]quaranta virgola nove kilometri quadrati che se parliamo fino a	centoquaranta virgola nove kilometri quadrati che se parliamo fino a
28	SP2	59.972	63.275	3.403	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	8	da: mh dove di: pilastro, fino a di:	da: mh dove di: pilastro, fino a di:	da mh dove di pilastro fino a di
29	SP1	63.333	63.75	0.417	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
30	SP2	63.806	65.694	1.888	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fino a di: mh	fino a di: mh	fino a di mh
31	SP1	66.014	67.44200000000001	1.528	True	0	0	0	0	0	0	1	0	False	False	False	False	True	32=0.403,33=0.011	0	0	0	4	tipo casalecchio la [ba]rca xxxx	tipo casalecchio la [ba]rca xxxx	tipo casalecchio la barca x
32	SP2	66.986	67.389	0.403	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
33	SP2	67.431	69.569	2.138	True	0	0	0	0	0	0	0	0	False	False	False	False	True	34=1.389,35=0.208,31=0.011	0	0	0	4	[sì proprio sì casa]lecchio	[sì proprio sì casa]lecchio	sì proprio sì casalecchio
34	SP3	67.444	68.833	1.389	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	0	[xxxx]	[xxxx]	x
35	SP1	69.361	70.736	1.375	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[sì] sì [sì sì]	[sì] sì [sì sì]	sì sì sì sì
36	SP2	69.642	73.26	3.618	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-	sì proprio il quadrato di dentro c' è proprio quelle che le-
37	SP2	73.735	76.301	2.566	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	mh quelle che comune di bologna (.) esempio	mh quelle che comune di bologna {P} esempio	mh quelle che comune di bologna {P} esempio
38	SP1	76.325	76.639	0.314	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
39	SP2	76.72699999999999	82.073	5.446	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	22	però è f- non è il fuori che hanno contato [cioè proprio la città e il capitale che hanno entrato] cioè proprio::	però è f- non è il fuori che hanno contato [cioè proprio la città e il capitale che hanno entrato] cioè proprio::	però è f- non è il fuori che hanno contato cioè proprio la città e il capitale che hanno entrato cioè proprio
40	SP1	79.367	81.273	1.906	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	[sì sì certo (.) °sì sì sì°]	[sì sì certo {P} °sì sì sì°]	sì sì certo {P} sì sì sì
41	SP1	82.627	90.012	7.385	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	23	sì sì certo no ma [io-] a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita-] ((ride))	sì sì certo no ma [io-] a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita-] {ride}	sì sì certo no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come la capita- {ride}
42	SP2	83.707	83.887	0.18	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
43	SP2	88.976	98.367	9.391	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	[beh no è come] è più g- cioè è come grande della venezia che venezia è una città bella grande quattrocentoquatto- e:h <quattrocentoquattordici metri quadrati>	[beh no è come] è più g- cioè è come grande della venezia che venezia è una città bella grande quattrocentoquatto- e:h <quattrocentoquattordici metri quadrati>	beh no è come è più g- cioè è come grande della venezia che venezia è una città bella grande quattrocentoquatto- eh quattrocentoquattordici metri quadrati
44	SP1	98.74	106.04	7.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	19	(>guarda<) che s- mh perché conteranno tutta la provincia per[ché vene]zia città è un'isoletta grande co[sì praticamente ((ride)) sì]	(>guarda<) che s- mh perché conteranno tutta la provincia per[ché vene]zia città è un'isoletta grande co[sì praticamente {ride} sì]	guarda che s- mh perché conteranno tutta la provincia perché venezia città è un' isoletta grande così praticamente {ride} sì
45	SP2	101.586	101.92	0.334	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
46	SP2	103.54	110.542	7.002	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	19	[eh eh assolutamente] ((ride)) poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]	[eh eh assolutamente] {ride} poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]	eh eh assolutamente {ride} poi se andiamo ancora un po' avanti ci sono colli che non con- non contano neanche
47	SP1	109.233	113.62	4.387	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[no no infa]tti infatti no ma mi sembrava strano in[fatti] ma	[no no infa]tti infatti no ma mi sembrava strano in[fatti] ma	no no infatti infatti no ma mi sembrava strano infatti ma
48	SP2	112.789	113.056	0.267	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
49	SP1	113.647	120.067	6.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	20	no e quindi mi dicevi che nella (.) nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]	no e quindi mi dicevi che nella {P} nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]	no e quindi mi dicevi che nella {P} nella zona della tua famiglia ci sono delle ini- delle iniziative culturali delle
50	SP2	119.277	120.107	0.83	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì sì]	[sì sì]	sì sì
51	SP1	120.433	124.8	4.367	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	o e [dei siti storici] o che cosa: [anche o archeolo]gici	o e [dei siti storici] o che cosa: [anche o archeolo]gici	o e dei siti storici o che cosa anche o archeologici
52	SP2	120.976	121.976	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ma adesso uguale]	[ma adesso uguale]	ma adesso uguale
53	SP2	123.627	124.627	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[no sì dei si-]	[no sì dei si-]	no sì dei si-
54	SP2	125.325	132.533	7.208	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale	no guarda che là e sì propriomh ci sono la città un po' un po' più culturale
55	SP1	125.699	126.12	0.421	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°no°]	[°no°]	no
56	SP1	132.578	134.036	1.458	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	o[kay un po' culturale]	o[kay un po' culturale]	okay un po' culturale
57	SP2	132.7	134.52	1.82	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[poi adesso guarda che] è un po'	[poi adesso guarda che] è un po'	poi adesso guarda che è un po'
58	SP2	135.02	141.747	6.727	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	già persa un po': che andava dice a vivere la città che adesso tutti quanti che sta perdendo il lavoro °e questo°	già persa un po': che andava dice a vivere la città che adesso tutti quanti che sta perdendo il lavoro °e questo°	già persa un po' che andava dice a vivere la città che adesso tutti quanti che sta perdendo il lavoro e questo
59	SP1	141.747	142.193	0.446	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	là	là	là
60	SP2	142.265	142.711	0.446	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	là	là	là
61	SP1	142.795	144.337	1.542	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	okay (.) [ma] cioè	okay {P} [ma] cioè	okay {P} ma cioè
62	SP2	143.494	149.987	6.493	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	21	[sì (.) cioè tutti] tutti adesso tornando come la città c'è anda[to:] cioè verso la cit[tà per vivere (lì e) sì]	[sì {P} cioè tutti] tutti adesso tornando come la città c'è anda[to:] cioè verso la cit[tà per vivere (lì e) sì]	sì {P} cioè tutti tutti adesso tornando come la città c' è andato cioè verso la città per vivere lì e sì
63	SP1	147.024	147.59	0.566	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh:]	[mh:]	mh
64	SP1	148.084	151.361	3.277	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[okay cioè si spostano] dalle zo- [okay] ho capito	[okay cioè si spostano] dalle zo- [okay] ho capito	okay cioè si spostano dalle zo- okay ho capito
65	SP2	150.253	150.58	0.327	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
66	SP1	151.651	154.494	2.843	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	cioè c'è uno spostamento delle persone verso le cit[tà grandi]	cioè c'è uno spostamento delle persone verso le cit[tà grandi]	cioè c' è uno spostamento delle persone verso le città grandi
67	SP2	153.735	155.036	1.301	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[verso le citt-] e [grandi]	[verso le citt-] e [grandi]	verso le citt- e grandi
68	SP1	154.651	155.59	0.939	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[per la]vorare	[per la]vorare	per lavorare
69	SP2	155.59	155.964	0.374	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
70	SP1	156.072	157.675	1.603	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	sì sì [è chiaro è chiaro]	sì sì [è chiaro è chiaro]	sì sì è chiaro è chiaro
71	SP2	156.398	157.675	1.277	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[per vivere meglio eh]	[per vivere meglio eh]	per vivere meglio eh
72	SP1	157.759	163.566	5.807	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?	sì sì certo ma vengono anche molti persone del bangladesh i- in europa per cercare lavoro
73	SP1	163.886	164.32	0.434	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[perché]	[perché]	perché
74	SP2	163.916	170.533	6.617	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	[da tutto] il mondo che guarda che ci sono mucchio di gente che stanno cioè guarda che il bangladesh se parliamo	[da tutto] il mondo che guarda che ci sono mucchio di gente che stanno cioè guarda che il bangladesh se parliamo	da tutto il mondo che guarda che ci sono mucchio di gente che stanno cioè guarda che il bangladesh se parliamo
75	SP2	171.133	176.361	5.228	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	che: sta gue- c'è proprio mh:	che: sta gue- c'è proprio mh:	che sta gue- c' è proprio mh
76	SP2	176.602	182.59	5.988	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	16	più del eh quaranta per cento del laxx dell'anno (.) avviene fuori dalla: fuori dal paese	più del eh quaranta per cento del laxx dell'anno {P} avviene fuori dalla: fuori dal paese	più del eh quaranta per cento del laxx dell' anno {P} avviene fuori dalla fuori dal paese
77	SP1	182.976	183.312	0.336	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	okay	okay	okay
78	SP1	184.327	186.44	2.113	True	0	0	0	0	0	0	0	0	False	False	False	False	True	79=0.518	0	1	0	6	ah è una cifra molto alta ((ride))	ah è una cifra molto alta {ride}	ah è una cifra molto alta {ride}
79	SP2	185.69	186.208	0.518	True	0	0	0	0	0	0	0	0	False	False	False	False	True	78=0.518	0	0	0	1	sì	sì	sì
80	SP1	186.573	187.708	1.135	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	sì infatti (.) infatti	sì infatti {P} infatti	sì infatti {P} infatti
81	SP2	187.894	191.213	3.319	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	si dice manpower significa che è il gente	si dice manpower significa che è il gente	si dice manpower significa che è il gente
82	SP2	191.627	194.722	3.095	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	che vanno fuori del paese per lavorare, [per]	che vanno fuori del paese per lavorare, [per]	che vanno fuori del paese per lavorare per
83	SP1	194.258	194.825	0.567	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
84	SP2	195.443	198.34	2.897	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	per portare soldi del [sì sol]di in pae[se]	per portare soldi del [sì sol]di in pae[se]	per portare soldi del sì soldi in paese
85	SP1	196.577	197.268	0.691	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
86	SP1	197.598	198.371	0.773	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmhmh]	[mhmhmh]	mhmhmh
87	SP1	198.485	203.074	4.589	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	e tornano (.) a [a volte] le persone [dopo che han-]	e tornano {P} a [a volte] le persone [dopo che han-]	e tornano {P} a a volte le persone dopo che han-
