tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
1	SP1	0.24	3.22	2.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	persone che magari puoi avere incontrato: un po',	persone che magari puoi avere incontrato: un po',	persone che magari puoi avere incontrato un po'
2	SP2	3.7	5.11	1.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	bah e::	bah e::	bah e
3	SP2	5.5	9.3	3.8	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	sì è sempre pieno di: persone che fanno l' elemosina, sotto i porti[ci]	sì è sempre pieno di: persone che fanno l' elemosina, sotto i porti[ci]	sì è sempre pieno di persone che fanno l' elemosina sotto i portici
4	SP1	8.91	9.29	0.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhm]h	[mhm]h	mhmh
5	SP2	9.91	12.66	2.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	soprattutto su via indipendenza, ce ne sono [diversi]	soprattutto su via indipendenza, ce ne sono [diversi]	soprattutto su via indipendenza ce ne sono diversi
6	SP1	12.09	12.82	0.73	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì è ve]ro	[sì è ve]ro	sì è vero
7	SP2	13.52	15.41	1.89	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	anche sotto i portici di via:	anche sotto i portici di via:	anche sotto i portici di via
8	SP2	16.05	17.09	1.04	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	di viale:	di viale:	di viale
9	SP2	18.69	19.26	0.57	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	masini	masini	masini
10	SP2	19.86	21.0	1.14	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	perché io passo spesso di lì	perché io passo spesso di lì	perché io passo spesso di lì
11	SP2	22.08	22.97	0.89	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::	e::	e
12	SP2	24.41	28.05	3.64	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	9	però a parte insomma, persone: che [fanno] l' elemosina	pero' a parte insomma, persone: che [fanno] l' elemosina	pero' a parte insomma persone che fanno l' elemosina
13	SP1	26.51	26.8	0.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
14	SP2	28.19	28.39	0.2	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
15	SP2	28.56	29.17	0.61	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh a,	mh a,	mh a
16	SP2	29.62	32.23	2.61	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	incontri anche molte persone che ti fermano per:	incontri anche molte persone che ti fermano per:	incontri anche molte persone che ti fermano per
17	SP1	32.34	32.61	0.27	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
