0	SP1	e:: come xxxx?	e come xxxx

1	SP2	okay	okay

2	SP1	e:: là (.) lavorando più di tre tremila pers[one]	e là {PAUSE} lavorando più di tre tremila persone

3	SP2	[°mh]	mh

4	SP1	non sono esattamente o tremila o tr[entamila ma tr]emila che facciamo	non sono esattamente o tremila o trentamila ma tremila che facciamo

5	SP2	[°]mhmh°	mhmh

6	SP1	ma non si trovano adesso neanche là gli appartamenti	ma non si trovano adesso neanche là gli appartamenti

7	SP2	[eh] esatto >te lo era< (.) questo che volevo chiederti	eh esatto te lo era {PAUSE} questo che volevo chiederti
8	SP2	>perché<	perché

9	SP1	ah sì?	ah sì

10	SP2	se tutti vogliono vivere lì	se tutti vogliono vivere lì

11	SP1	°sì° non si trovano appartamenti.	sì non si trovano appartamenti
12	SP1	la ver[ità]	la verità

13	SP2	[mhmh]	mhmh

14	SP1	piuttosto che:: (.) ci sono un sacco di: a(z)iende,	piuttosto che {PAUSE} ci sono un sacco di aziende
15	SP1	come non vuole dare appartamenti per la fami(gl)ia,	come non vuole dare appartamenti per la famiglia
16	SP1	un po' che danno un po' di pers[one]	un po che danno un po di persone

17	SP2	[mhmh]	mhmh

18	SP1	che:: dopo fanno la (storia)	che dopo fanno la storia
19	SP1	ora,	ora
20	SP1	per pochi che: tutti quanti:	per pochi che tutti quanti
21	SP1	((sospira))	{sospira}

22	SP2	sì sì sì certo c[apito]	sì sì sì certo capito

23	SP1	[°mh°]	mh

24	SP2	mh e ma se se potessi un giorno vorresti vivere in citt[à: (o)]	mh e ma se se potessi un giorno vorresti vivere in città o

25	SP1	[assolu]tamente io sto provando tutti i giorni a trovare c'è un appartamento per i::	assolutamente io sto provando tutti i giorni a trovare c è un appartamento per i
26	SP1	trasferire in bol[ogna c(io)è] io lavoro qui,	trasferire in bologna cioè io lavoro qui

27	SP2	[mhmh]	mhmh

28	SP1	è (in)utile che io vado a	è inutile che io vado a
29	SP1	esempio faccio così una una una ragionamento.	esempio faccio così una una una ragionamento
30	SP1	se lo trovo (.) una casa, in bologna,	se lo trovo {PAUSE} una casa in bologna
31	SP1	che (.) mille euro (.) fa[cciamo]	che {PAUSE} mille euro {PAUSE} facciamo

32	SP2	[mhmh]	mhmh

33	SP1	perché:: una casa deve essere mille euro, e	perché una casa deve essere mille euro e
34	SP1	non è che deve essere soltanto una camera, u- un monolocale che mille euro no	non è che deve essere soltanto una camera u un monolocale che mille euro no
35	SP1	è troppo.	è troppo

36	SP2	è troppo sì	è troppo sì

37	SP1	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]	deve essere almeno tre camere di letto per per mille euro milledue millecento facciamo così

38	SP2	[sì sì sì]	sì sì sì
39	SP2	[mhmh]	mhmh

40	SP1	se vado a: valsamoggia,	se vado a valsamoggia
41	SP1	con i xxxx io spendo c- più di duecento euro di benzina.	con i xxxx io spendo c più di duecento euro di benzina

42	SP2	sì sì (.) e il parcheggio	sì sì {PAUSE} e il parcheggio

43	SP1	e parcheggio più (.) [fa]cciamo trecento[cinquanta euro di ogni mese]	e parcheggio più {PAUSE} facciamo trecentocinquanta euro di ogni mese

44	SP2	[°sì°]	sì
45	SP2	[sì sì tantissimo]	sì sì tantissimo
46	SP2	tantissimo	tantissimo

47	SP1	tantissimo	tantissimo

48	SP2	((ride))	{ride}
49	SP2	°sì sì°	sì sì
50	SP2	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] ((ride))	no io non ho la macchina quindi non mi rendo conto sento queste cifre {ride}

51	SP1	[no inteNDEVO (.) <intendevo>] (.) che se là pago settecento euro in affitto	no intendevo {PAUSE} intendevo {PAUSE} che se là pago settecento euro in affitto
52	SP1	più (.) trecentocinquant[a sono m]ille,	più {PAUSE} trecentocinquanta sono mille

53	SP2	[mhmh]	mhmh
54	SP2	mhmh	mhmh

55	SP1	GIÀ (.) mille: e.h[m mill- millecen]to milleduemilacento m: milleduecento dopo [perché non è che solo] devo pagare la macchina,	già {PAUSE} mille e.hm mill millecento milleduemilacento m milleduecento dopo perché non è che solo devo pagare la macchina

56	SP2	[°sì sì sì°]	sì sì sì
57	SP2	[°mhmh°]	mhmh

58	SP1	la benzina e:: e:h	la benzina e eh
59	SP1	e anch[e il parcheggio] n[o, devo pa-] xxx	e anche il parcheggio no devo pa xxx

60	SP2	[sì sì sì]	sì sì sì
61	SP2	[°sì sì sì°]	sì sì sì

62	SP1	allora come la città, (.) se tu paghi duecento euro c(io)è duecento euro IN PI[Ù]	allora come la città {PAUSE} se tu paghi duecento euro cioè duecento euro in più

63	SP2	[mhmh]	mhmh

64	SP1	[ma t]i trovi tutto.	ma ti trovi tutto

65	SP2	certo sì	certo sì
66	SP2	certo certo certo	certo certo certo

67	SP1	come da là per fare un(a) spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]	come da là per fare una spesa io devo fare cioè dieci chilometri cinque chilometri almeno

68	SP2	[mhmh]	mhmh
69	SP2	no poi ti (.) >(in)somma< ti svegli presto, [traffico, stress sì]	no poi ti {PAUSE} insomma ti svegli presto traffico stress sì

70	SP1	[assolutamente ma (.) guarda che] (.) là	assolutamente ma {PAUSE} guarda che {PAUSE} là
71	SP1	da vivere la differenza da città e fuori citt[à]	da vivere la differenza da città e fuori città

72	SP2	[mhmh]	mhmh

73	SP1	SE LAVORO, fuori città, guarda che per me va be[ne]	se LAVORO fuori città guarda che per me va bene

74	SP2	[mhmh]	mhmh

75	SP1	[ma] (.) de[ntro la città che devo lavorare]	ma {PAUSE} dentro la città che devo lavorare

76	SP2	[venendo qua] (.) certo sì sì	venendo qua {PAUSE} certo sì sì

77	SP1	significa che per me non è che una giornata di: (.) ventiquattro [ore.]	significa che per me non è che una giornata di {PAUSE} ventiquattro ore

78	SP2	[mh]mh	mhmh

79	SP1	sono (.) ventidue [ore]	sono {PAUSE} ventidue ore

80	SP2	[CERTO] (.) perch[é una è x mhmh]	certo {PAUSE} perché una è x mhmh

