tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
1	SP1	0.35	8.44	8.09	True	0	1	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1, tre-tremi:la	22	eh come tabacco no eh di là, lavorando più di tre-tremi:la persone non sono esattamente o tremila o trentamila ma 3000 che facciamo?	eh come tabacco no eh di là, lavorando più di tre-tremi:la persone non sono esattamente o tremila o trentamila ma tremila che facciamo?	eh come tabacco no eh di là lavorando più di tre-tremi:la persone non sono esattamente o tremila o trentamila ma tremila che facciamo
2	SP1	8.84	11.17	2.33	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	9	ma non si trovano adesso neanche là >gli appartamenti<	ma non si trovano adesso neanche là >gli appartamenti<	ma non si trovano adesso neanche là gli appartamenti
3	SP2	11.22	14.88	3.66	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	10	EH esatto te lo era (.) questo che volevo chiederti perché	EH esatto te lo era {P} questo che volevo chiederti perché	eh esatto te lo era {P} questo che volevo chiederti perché
4	SP1	14.91	15.46	0.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	eh sì	eh sì	eh sì
5	SP2	15.49	17.112	1.622	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	5	se tutti vogliono vivere lì	se tutti vogliono vivere lì	se tutti vogliono vivere lì
6	SP1	17.56	20.0	2.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	15	°sì° non si trovano appartamenti [la] verità piuttosto che ci sono un sacco di gente	°sì° non si trovano appartamenti [la] verità piuttosto che ci sono un sacco di gente	sì non si trovano appartamenti la verità piuttosto che ci sono un sacco di gente
7	SP2	19.07	19.52	0.45	True	0	0	0	0	0	0	0	0	False	False	False	False	True	6=0.450	0	0	0, 	1	mhmh	mhmh	mhmh
8	SP2	20.02	20.36	0.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	mhmh	mhmh	mhmh
9	SP1	20.39	23.7	3.31	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	piuttosto che: ci sono un sacco di: gente	piuttosto che: ci sono un sacco di: gente	piuttosto che ci sono un sacco di gente
10	SP1	24.4	29.64	5.24	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	16	come: non vuole dare appartamenti per la famiglia, (.) un po' che danno: un po' di persone	come: non vuole dare appartamenti per la famiglia, {P} un po' che danno: un po' di persone	come non vuole dare appartamenti per la famiglia {P} un po' che danno un po' di persone
11	SP2	29.7	29.97	0.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	mhmh	mhmh	mhmh
12	SP1	30.03	31.9	1.87	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	5	che: dopo fanno la storia,	che: dopo fanno la storia,	che dopo fanno la storia
13	SP1	31.96	35.5	3.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	1	0, 	6	allora (.) per pochi che: tutti quanti ((inspira))	allora {P} per pochi che: tutti quanti {inspira}	allora {P} per pochi che tutti quanti {inspira}
14	SP2	35.68	40.88	5.2	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	17	sì sì sì certo capito (.) mh eh ma se- se potessi un giorno vorresti vivere in città:?	sì sì sì certo capito {P} mh eh ma se- se potessi un giorno vorresti vivere in città:?	sì sì sì certo capito {P} mh eh ma se- se potessi un giorno vorresti vivere in città
15	SP1	40.94	46.68	5.74	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	19	assolutamente io sto provando tutti i giorni a [trovare] c'è un appartamento per eh: trasferire in bologn[a] cioè	assolutamente io sto provando tutti i giorni a [trovare] c'è un appartamento per eh: trasferire in bologn[a] cioè	assolutamente io sto provando tutti i giorni a trovare c' è un appartamento per eh trasferire in bologna cioè
16	SP2	42.99	43.46	0.47	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[(°okay°)]	[(°okay°)]	okay
17	SP2	46.17	46.53	0.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[mhmh]	[mhmh]	mhmh
18	SP1	47.01	53.28	6.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0, 	16	io lavoro qui (.) è inutile che io vado a (.) esempio faccio così una una una: ragionamento	io lavoro qui {P} è inutile che io vado a {P} esempio faccio così una una una: ragionamento	io lavoro qui {P} è inutile che io vado a {P} esempio faccio così una una una ragionamento
