tu_id	speaker	start	end	duration	text
0	Speaker 2	0.000	1.420	1.420	e:: come tabacco no?
1	Speaker 1	1.430	1.950	0.520	o[kay]
2	Speaker 2	1.510	4.913	3.403	[e::h (di)] là (.) lavorando più di tre:- tremila pers[one]
3	Speaker 1	4.520	5.060	0.540	[°mh][mh]
4	Speaker 2	4.940	8.490	3.550	[no]n sono esattamente o tremila o trentamila [ma tremi]la che facciamo
5	Speaker 1	7.010	7.590	0.580	[°mhmh°]
6	Speaker 2	8.720	11.360	2.640	ma non si trovano adesso neanche là gli appartamen[ti]
7	Speaker 1	11.100	14.200	3.100	[eh] esatto >te lo era< (.) questo che volevo chiederti
8	Speaker 1	14.260	14.700	0.440	>perché<
9	Speaker 2	14.830	15.330	0.500	ah sì
10	Speaker 1	15.380	16.850	1.470	se tutti vogliono vivere lì
11	Speaker 2	17.410	19.110	1.700	°sì° non si trovano appartamenti.
12	Speaker 1	19.120	19.300	0.180	°mhmh°
13	Speaker 2	19.320	20.040	0.720	la ver[ità]
14	Speaker 1	19.790	20.230	0.440	[mhmh]
15	Speaker 2	20.240	24.100	3.860	piuttosto che:: (.) ci sono un sacco di: gente,
16	Speaker 2	24.350	27.190	2.840	come non vuole dare appartamenti per la famiglia,
17	Speaker 2	27.930	32.030	4.100	un po' che danno un po' di perso[ne ch]e:: dopo fanno la storia
18	Speaker 1	29.580	30.140	0.560	[mhmh]
19	Speaker 1	32.107	32.587	0.480	[°mhmh°]
20	Speaker 2	32.110	32.590	0.480	[ora,]
21	Speaker 2	32.670	34.800	2.130	per pochi che: tutti quanti:
22	Speaker 2	34.910	35.600	0.690	((sospira))
23	Speaker 1	35.560	37.030	1.470	sì=sì=sì [certo capito]
24	Speaker 2	36.300	37.000	0.700	[°mh mh°]
25	Speaker 1	37.120	41.240	4.120	mh e ma se se potessi un giorno vorresti vivere in citt[à: (o)]
26	Speaker 2	40.850	45.373	4.523	[assolu]tamente io sto provando tutti i giorni a [trovare] c(io)è un appartamento per i::
27	Speaker 1	43.033	43.380	0.347	[(o)kay]
28	Speaker 2	45.470	48.190	2.720	trasferire in bol[ogna c(io)è] io lavoro qui,
29	Speaker 1	46.370	47.020	0.650	[mhmh]
30	Speaker 2	48.260	50.330	2.070	è inutile che io vado a
31	Speaker 2	50.580	53.310	2.730	esempio faccio così una una una ragionamento.
32	Speaker 2	53.380	55.800	2.420	se lo trovo (.) una casa, in bologna,
33	Speaker 2	56.120	61.030	4.910	che (.) mille euro (.) fa[cciamo per]ché:: una casa deve essere mille euro, [e]
34	Speaker 1	57.760	58.370	0.610	[mhmh]
35	Speaker 1	60.700	61.033	0.333	[mh]
36	Speaker 2	61.080	64.980	3.900	non è che deve essere soltanto una camera, un mo- un monolocale che mille euro no
37	Speaker 2	65.200	65.650	0.450	è troppo.
38	Speaker 1	65.600	66.460	0.860	è troppo sì
39	Speaker 2	66.540	71.760	5.220	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]
40	Speaker 1	68.000	69.010	1.010	[sì sì sì]
41	Speaker 1	71.140	71.760	0.620	[mhmh]
42	Speaker 2	72.620	74.480	1.860	se vado a: valsamoggia,
43	Speaker 2	74.767	77.710	2.943	ogni mese io spendo c- più di duecen[to euro] di benzina.
44	Speaker 1	76.772	77.152	0.380	[°mhmh°]
45	Speaker 1	77.660	79.250	1.590	sì sì (.) e il parcheggio
46	Speaker 2	79.300	83.413	4.113	e parcheggio più (.) [fa]cciamo trecento[cinquanta euro di ogni mese]
47	Speaker 1	79.990	80.380	0.390	[°sì°]
48	Speaker 1	81.450	83.427	1.977	[sì sì tantissimo]
49	Speaker 1	83.720	84.513	0.793	tantissimo
50	Speaker 2	84.520	85.520	1.000	tantissimo
51	Speaker 1	84.750	85.720	0.970	((ride))
52	Speaker 1	85.780	86.390	0.610	°sì sì°
53	Speaker 1	86.550	90.630	4.080	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] ((ride))
54	Speaker 2	88.120	93.890	5.770	[no inteNDEVO (.) <intendevo>] (.) che se là pago settecento euro in affitto
55	Speaker 2	94.290	97.200	2.910	più (.) trecentocinquant[a sono m]ille,
56	Speaker 1	96.240	96.830	0.590	[mhmh]
57	Speaker 1	97.310	97.833	0.523	mhmh
58	Speaker 2	98.200	105.080	6.880	GIÀ (.) mille: e.h[m mill- millece:n]to mille- duemilacento m:- milleduecento dopo [perché non è che solo] devo pagare la macchina,
59	Speaker 1	99.390	100.160	0.770	[°sì=sì=sì°]
60	Speaker 1	102.990	103.770	0.780	[°mhmh°]
61	Speaker 2	105.210	107.447	2.237	la benzina e::
62	Speaker 2	107.700	111.150	3.450	e anch[e il parcheggio] n[o, devo pa-] as-
63	Speaker 1	108.290	109.090	0.800	[sì=sì=sì]
64	Speaker 1	109.240	109.990	0.750	[°sì=sì=sì°]
65	Speaker 2	111.690	117.580	5.890	allora come la città, (.) se tu paghi duecento euro c(io)è duecento euro IN PI[Ù (.) ma t]i trovi tutto.
66	Speaker 1	116.300	117.040	0.740	[mhmh]
67	Speaker 1	117.713	118.280	0.567	certo sì
68	Speaker 1	118.480	119.233	0.753	certo certo certo
69	Speaker 2	119.307	124.800	5.493	come da là per fare una spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]
70	Speaker 1	124.300	124.800	0.500	[mhmh]
71	Speaker 1	125.680	130.000	4.320	no poi ti (.) >(in)somma< ti svegli presto, [traffico, stress sì]
72	Speaker 2	127.890	130.787	2.897	[assolutamente ma (.) guarda che] (.) là
73	Speaker 2	131.280	133.473	2.193	da vivere la differenza da città e fuori città
74	Speaker 1	133.553	133.913	0.360	mhmh
75	Speaker 2	134.047	137.813	3.766	SE LAVORO, fuori città, guarda che per me va be[ne ma]
76	Speaker 1	137.290	137.810	0.520	[mhmh]
77	Speaker 2	137.913	139.560	1.647	de[ntro la città che devo lavorare]
78	Speaker 1	138.280	140.410	2.130	[venendo qua] (.) certo sì=[sì]
79	Speaker 2	140.100	143.873	3.773	[si]gnifica che per [me] non è che una giornata di: (.) ventiquattro ore.
80	Speaker 1	141.013	141.206	0.193	[°mh°]
81	Speaker 1	143.907	144.400	0.493	mhmh
82	Speaker 2	144.633	146.330	1.697	sono (.) ventidue [ore]
83	Speaker 1	145.900	148.200	2.300	[CERTO] (.) perch[é una è x (.) mhmh]
84	Speaker 2	146.910	150.713	3.803	[ANCORA MENO] (.) sono venti ore ti[po per]ché: ogni giorno io lo
85	Speaker 1	149.184	149.464	0.280	[°sì sì°]
86	Speaker 2	151.287	159.267	7.980	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'[o:ra mi]nimo e ritornare è ancora facciamo mezz'ora o un'ora
87	Speaker 1	155.600	156.027	0.427	[°mhmh°]
88	Speaker 1	159.480	160.030	0.550	mh[mh]
89	Speaker 2	159.570	161.093	1.523	[allora] due ore è già scalata
90	Speaker 1	161.100	161.800	0.700	sì sì [mh]
91	Speaker 2	161.400	164.740	3.340	[per] preparare c(io)é se (.) tipo che noi abitiamo c(io)è
92	Speaker 2	164.980	167.980	3.000	facciamo come dentro la bolo:gna, tu venti minuti,
93	Speaker 2	168.300	170.100	1.800	trenta minuti sei [in lavoro.]
94	Speaker 1	169.600	170.100	0.500	[mhmh]
95	Speaker 1	170.350	175.150	4.800	°certo sì sì° (.) ma prima di trasferirti in valsamoggia m:h in quale zona abitav[i::?]
96	Speaker 2	174.850	177.630	2.780	[in ce]ntro proprio in [centro storico] (.) [centro c]entro.
97	Speaker 1	175.870	177.180	1.310	[centro centro?] (.) [okay]
98	Speaker 2	178.480	180.913	2.433	DIECI MINUTI CAMMINATA che dove lavoro io:
99	Speaker 1	181.210	183.880	2.670	però c'è un po' di casino in c[entro, sporco::]
100	Speaker 2	182.740	188.520	5.780	[NO GUARDA CHE c]asino: no p- c(io)è proprio no non è che è sporco tu di- tu m:h non posso d-
101	Speaker 2	188.680	191.233	2.553	c(io)è non puoi:: guardare tutte le cose insi[eme.]
102	Speaker 1	191.070	191.380	0.310	[mh]mh
103	Speaker 1	192.067	192.600	0.533	mhmh
104	Speaker 1	193.067	195.973	2.906	quindi sì ti ti piac[erebbe rit]ornare a vivere [°in centro sì°]
105	Speaker 2	193.860	194.430	0.570	[sì]
106	Speaker 2	194.950	200.700	5.750	[perché (.) è una] persona che vanno c(io)è lavorare dentro, in città:, e va ad abitare fuo[ri,]
107	Speaker 1	200.773	201.180	0.407	mh[mh]
108	Speaker 2	200.980	203.350	2.370	[ti-] n- stai inquin[ando lo stesso]
109	Speaker 1	202.230	206.410	4.180	[ANCHE (.) certo] (.) [ah no=no=no certamente] (.) sì=sì=sì=sì
110	Speaker 2	204.030	205.407	1.377	[devi capire questa qua]
111	Speaker 1	206.710	207.700	0.990	e:: nien[te x]
112	Speaker 2	207.430	212.627	5.197	[ma s]e come io che vengo ad abitare: in cen- città (.) mh una macchina,
113	Speaker 2	213.070	216.987	3.917	già f- (.) già ferma [ma per] (.) [non inqu]inare la ci[ttà]
114	Speaker 1	214.710	215.350	0.640	[mhmh]
115	Speaker 1	215.460	216.070	0.610	[mhmh]
116	Speaker 1	216.730	219.320	2.590	[sì=sì=s]ì è vero capisco: perfettamente
117	Speaker 1	219.410	222.747	3.337	m::h e sono curiosa di chiederti anche (.) perché
118	Speaker 1	223.070	224.610	1.540	quindi immagino che la tua famiglia,
119	Speaker 1	225.070	229.750	4.680	si sia trasfer[ita qui dal] bangl[adesh no? quindi i]n nella in casa con i tuoi genitori
120	Speaker 2	225.840	226.260	0.420	[sì]
121	Speaker 2	226.720	227.520	0.800	[sì (.) °sì°]
122	Speaker 1	229.890	231.827	1.937	parla- m::h (.) che lingua parlate?
123	Speaker 1	232.260	233.000	0.740	[quale lin-]
124	Speaker 2	232.280	235.280	3.000	[bangla sì] (.) in lingua:: bangla che parlano.
125	Speaker 1	235.300	235.640	0.340	e:
