tu_id	speaker	start	end	duration	text
0	Subtitle-Tier	0.320	1.790	1.470	ci sono delle università
1	Subtitle-Tier-2	2.560	5.513	2.953	sì [no le università è pro]prio in città [xxx]
2	Subtitle-Tier	2.880	4.120	1.240	[o più nella capita-]
3	Subtitle-Tier	5.120	6.710	1.590	[okay] (.) okay okay okay
4	Subtitle-Tier	6.833	9.940	3.107	[e s-] (.) in capitale in capitale okay [eh se] devi::
5	Subtitle-Tier-2	6.967	7.970	1.003	[di:] in capitale
6	Subtitle-Tier-2	8.840	9.380	0.540	[però]
7	Subtitle-Tier-1	10.928	11.928	1.000	°posso anche°
8	Subtitle-Tier-2	14.060	15.540	1.480	vabbè adesso faccio finire qui
9	Subtitle-Tier-1	15.725	16.257	0.532	°sì°
10	Subtitle-Tier-2	17.413	19.713	2.300	detali così che ci vengono
11	Subtitle-Tier-1	19.743	21.180	1.437	vengono abbastanza bene no
12	Subtitle-Tier	21.320	23.449	2.129	sì (.) proviamo vedere se:
13	Subtitle-Tier	25.806	27.625	1.819	>allora< dimmi la capitale è molto [grande,]
14	Subtitle-Tier-2	27.139	33.194	6.055	[la capitale] è molto grande (.) e trecentosei virgola quattro e: <chilometri quadr[ati>]
15	Subtitle-Tier	32.944	34.413	1.469	[okay] e po[po]lazione?
16	Subtitle-Tier-2	33.583	33.986	0.403	[in]
17	Subtitle-Tier-2	34.733	39.000	4.267	e:h quattordici <milioni> quattordici punto quattro mi[lioni]
18	Subtitle-Tier	37.259	37.586	0.327	[EH]
19	Subtitle-Tier	38.764	41.458	2.694	[cioè] bologna è trecentocinquantamila persone
20	Subtitle-Tier-2	41.458	45.083	3.625	beh [trecentocinquantamila] ma devo essere quanto grande bologna
21	Subtitle-Tier	41.861	43.361	1.500	[eh ((ride))]
22	Subtitle-Tier	45.569	47.413	1.844	non so di kilometri quadrati però:
23	Subtitle-Tier	47.920	53.580	5.660	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva (.) infa-]
24	Subtitle-Tier-2	52.222	55.264	3.042	[e guarda che bologna è] centoqua- centoquaran[ta]
25	Subtitle-Tier	54.861	55.764	0.903	[eh] (.) [sì]
26	Subtitle-Tier-2	55.583	59.653	4.070	[cento]quaranta virgola nove kilometri quadrati che se parliamo fino a
27	Subtitle-Tier-2	59.972	63.375	3.403	da: mh dove di: pilastro, fino a di:
28	Subtitle-Tier	63.333	63.750	0.417	mhmh
29	Subtitle-Tier-2	63.806	65.694	1.888	fino a di: mh
30	Subtitle-Tier	66.014	67.542	1.528	tipo casalecchio la [ba]rca xxxx
31	Subtitle-Tier-2	66.986	67.389	0.403	[sì]
32	Subtitle-Tier-2	67.431	69.569	2.138	[sì proprio sì casa]lecchio
33	Subtitle-Tier-1	67.444	68.833	1.389	[xxxx]
34	Subtitle-Tier	69.361	70.736	1.375	[sì] sì [sì sì]
35	Subtitle-Tier-2	69.642	73.260	3.618	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-
