1	_	_	3-0	mh
1	_	_	14-2	{P}
1	_	_	21-0	{sospira}
1	_	_	27-0	mhmh
1	_	_	30-3	{P}
1	_	_	32-0	mhmh
1	_	_	41-0	con
1	_	_	51-2	{P}
1	_	_	51-4	{P}
1	_	_	58-3	eh
1	_	_	70-0	assolutamente
1	_	_	74-0	mhmh
1	_	_	76-2	{P}
1	_	_	79-1	{P}
1	_	_	80-3	una
1	_	_	81-2	{P}
1	_	_	82-21	è
1	_	_	86-4	{P}
1	_	_	90-3	{P}
1	_	_	91-6	{P}
1	_	_	92-2	{P}
1	_	_	92-3	okay
1	_	_	93-2	di
1	_	_	95-20	d-
1	_	_	101-12	e
1	_	_	104-1	{P}
1	_	_	104-3	{P}
1	_	_	104-10	sì
1	_	_	107-11	{P}
1	_	_	107-12	mh
1	_	_	108-2	{P}
1	_	_	108-5	ma
1	_	_	109-0	mhmh
1	_	_	110-0	mhmh
1	_	_	112-7	{P}
1	_	_	115-0	sì
1	_	_	116-1	{P}
1	_	_	117-2	{P}
1	_	_	118-0	quale
1	_	_	118-1	lin-
1	_	_	122-1	{P}
1	_	_	123-1	{P}
1	_	_	130-0	industriale
1	_	_	131-3	{P}
1	_	_	132-1	è
1	_	_	134-11	pre-
1	_	_	134-13	x
1	_	_	134-14	{P}
1	_	_	134-15	tutte
1	_	_	134-16	e
1	_	_	134-17	due
1	_	_	134-18	okay
1	_	_	135-0	tutte
1	_	_	135-18	tutte
1	_	_	137-0	sì
1	_	_	137-2	sì
1	_	_	139-19	mh
1	_	_	140-6	però
1	_	_	140-7	eh
1	_	_	140-8	quando
1	_	_	140-9	noi
1	_	_	140-10	parliamo
1	_	_	140-11	la
1	_	_	140-12	roba
1	_	_	140-13	dei
1	_	_	140-14	per
1	_	_	140-15	la
1	_	_	140-16	famiglia
1	_	_	142-0	mhmh
