1	_	_	3-1	{P}
1	_	_	7-1	{P}
1	_	_	7-12	padella
1	_	_	8-0	nella
1	_	_	9-15	ok
1	_	_	9-22	ho
1	_	_	10-11	{P}
1	_	_	10-18	{P}
1	_	_	19-6	{P}
1	_	_	19-7	x
1	_	_	19-8	dalla
1	_	_	19-9	nonna
1	_	_	22-6	ve-
1	_	_	22-7	a
1	_	_	22-8	me
1	_	_	26-6	{P}
1	_	_	26-8	ma-
1	_	_	26-14	quello
1	_	_	26-19	che
1	_	_	26-20	erano
1	_	_	26-21	buoni
1	_	_	31-0	x
1	_	_	33-11	{P}
1	_	_	34-1	adesso
1	_	_	34-12	{P}
1	_	_	35-7	eh
1	_	_	36-5	{P}
1	_	_	36-6	lo
1	_	_	36-7	sanno
1	_	_	36-8	tutti
1	_	_	38-14	{sgranocchia_qualcosa}
1	_	_	39-0	{ride}
1	_	_	40-0	si
1	_	_	40-1	perché
1	_	_	40-2	tutti
1	_	_	40-3	i
1	_	_	40-4	giorni
1	_	_	40-5	mangio
1	_	_	40-6	così
1	_	_	40-7	ovviamente
1	_	_	42-0	{sospira}
1	_	_	48-21	insalatina
1	_	_	48-22	questa
1	_	_	49-0	x
1	_	_	49-1	dentro
1	_	_	50-0	cioe
1	_	_	51-0	di
1	_	_	51-1	formaggio
1	_	_	51-2	e
1	_	_	51-3	di
1	_	_	53-0	allora
1	_	_	56-5	{P}
1	_	_	56-21	{P}
1	_	_	59-2	{P}
1	_	_	59-5	e
1	_	_	60-0	oh
1	_	_	61-0	no
1	_	_	64-9	{P}
1	_	_	67-2	un
