1	_	_	2-1	eh
1	_	_	13-0	mhmh
1	_	_	14-0	sì
1	_	_	16-0	{ride}
1	_	_	16-1	esatto
1	_	_	17-0	eh
1	_	_	20-5	aspetti
1	_	_	20-6	x
1	_	_	20-7	neanche
1	_	_	20-8	io
1	_	_	27-5	eh
1	_	_	27-19	però
1	_	_	28-0	bello
1	_	_	31-0	e
1	_	_	31-3	x
1	_	_	36-0	e
1	_	_	39-0	mh
1	_	_	51-10	eh
1	_	_	64-14	e
1	_	_	67-4	è
1	_	_	70-11	sto-
1	_	_	73-1	mh
1	_	_	74-0	mhmh
1	_	_	83-18	{ride}
1	_	_	85-4	è
1	_	_	86-0	x
1	_	_	90-11	eh
1	_	_	93-6	eh
1	_	_	93-9	{P}
1	_	_	102-19	devi
1	_	_	102-24	li
1	_	_	104-0	eh
1	_	_	104-1	esatto
1	_	_	104-2	infatti
1	_	_	106-7	ambikentale
1	_	_	112-1	la
1	_	_	116-0	perché
1	_	_	120-0	mh
1	_	_	121-1	m-
1	_	_	123-0	queste
1	_	_	123-1	cose
1	_	_	124-2	è
1	_	_	124-3	anche
1	_	_	127-3	per
1	_	_	127-25	x
1	_	_	128-0	eh
1	_	_	130-0	è
1	_	_	130-1	vero
1	_	_	132-4	è
1	_	_	133-3	sìsìsì
1	_	_	138-0	eh
1	_	_	140-12	mh
1	_	_	144-2	mh
1	_	_	144-7	non
1	_	_	144-16	i
1	_	_	146-0	che
1	_	_	146-11	a
1	_	_	150-3	e
1	_	_	153-3	non
1	_	_	154-12	mh
1	_	_	158-0	sì
1	_	_	161-5	c'
1	_	_	164-0	o
1	_	_	170-2	non
1	_	_	170-8	mai
1	_	_	172-6	e
