1	3-2	okay	_	_
1	4-1	s-	_	_
1	5-0	di	_	_
1	5-1	in	_	_
1	8-4	qui	_	_
1	9-0	sì	_	_
1	10-0	x	_	_
1	10-1	così	_	_
1	10-2	che	_	_
1	10-3	ci	_	_
1	10-4	vengono	_	_
1	15-2	è	_	_
1	15-5	{P}	_	_
1	22-0	eh	_	_
1	22-1	{ride}	_	_
1	24-5	eh	_	_
1	24-14	{P}	_	_
1	27-1	{P}	_	_
1	29-5	fino	_	_
1	29-6	a	_	_
1	36-0	sì	_	_
1	37-9	quelle	_	_
1	38-6	{P}	_	_
1	40-1	è	_	_
1	41-3	{P}	_	_
1	42-8	mi	_	_
1	42-22	capita-	_	_
1	44-4	è	_	_
1	44-7	cioè	_	_
1	45-2	s-	_	_
1	47-0	eh	_	_
1	47-3	{ride}	_	_
1	47-16	con-	_	_
1	48-2	infatti	_	_
1	49-0	sì	_	_
1	50-0	no	_	_
1	50-6	nella	_	_
1	50-7	{P}	_	_
1	52-8	anche	_	_
1	54-2	dei	_	_
1	54-3	si-	_	_
1	55-12	un	_	_
1	55-13	po'	_	_
1	55-16	più	_	_
1	55-17	culturale	_	_
1	56-0	no	_	_
1	57-0	okay	_	_
1	59-18	il	_	_
1	59-20	e	_	_
1	59-21	questo	_	_
1	60-0	là	_	_
1	61-0	là	_	_
1	62-0	okay	_	_
1	63-12	andato	_	_
1	63-13	cioè	_	_
1	63-14	verso	_	_
1	63-15	la	_	_
1	63-16	città	_	_
1	63-17	per	_	_
1	63-18	vivere	_	_
1	63-19	lì	_	_
1	63-20	e	_	_
1	63-21	sì	_	_
