1	1-5	proprio	_	_
1	1-6	in	_	_
1	1-7	città	_	_
1	4-2	{P}	_	_
1	5-0	di	_	_
1	5-1	in	_	_
1	5-2	capitale	_	_
1	6-0	però	_	_
1	7-0	posso	_	_
1	8-4	qui	_	_
1	10-1	così	_	_
1	10-2	che	_	_
1	10-3	ci	_	_
1	10-4	vengono	_	_
1	15-5	{P}	_	_
1	17-0	in	_	_
1	19-0	eh	_	_
1	22-0	eh	_	_
1	22-1	{ride}	_	_
1	24-14	{P}	_	_
1	24-15	infa-	_	_
1	25-0	no	_	_
1	26-0	e	_	_
1	27-1	{P}	_	_
1	29-5	fino	_	_
1	29-6	a	_	_
1	32-4	x	_	_
1	34-0	x	_	_
1	36-0	sì	_	_
1	38-6	{P}	_	_
1	40-1	è	_	_
1	40-10	cioè	_	_
1	40-11	proprio	_	_
1	41-0	sì	_	_
1	41-1	sì	_	_
1	41-2	certo	_	_
1	41-3	{P}	_	_
1	41-4	sì	_	_
1	41-5	sì	_	_
1	41-6	sì	_	_
1	42-21	la	_	_
1	42-22	capita-	_	_
1	42-23	{ride}	_	_
1	43-0	mh	_	_
1	44-4	è	_	_
1	44-6	g-	_	_
1	44-8	è	_	_
1	45-0	guarda	_	_
1	45-1	che	_	_
1	45-19	sì	_	_
1	46-0	sì	_	_
1	47-0	eh	_	_
1	48-0	no	_	_
1	50-7	{P}	_	_
1	50-20	delle	_	_
1	51-0	sì	_	_
1	52-8	anche	_	_
1	52-9	o	_	_
1	52-10	archeologici	_	_
1	53-0	ma	_	_
1	53-1	adesso	_	_
1	53-2	uguale	_	_
1	56-0	no	_	_
1	57-4	culturale	_	_
1	58-4	è	_	_
1	59-20	e	_	_
1	59-21	questo	_	_
1	62-1	{P}	_	_
