match	id_A	token_A	id_B	token_B
0	1-0	bene	1-0	bene
0	1-1	allora	2-0	allora
0	1-2	intanto	3-0	intanto
0	1-3	ero	4-0	ero
0	1-4	curiosa	4-1	curiosa
0	1-5	di	4-2	di
0	1-6	sapere	4-3	sapere
0	1-7	da	5-0	da
0	1-8	quanto	5-1	quanto
0	1-9	tempo	5-2	tempo
0	1-10	c'	5-3	c'
0	1-11	è	5-4	è
0	1-12	questo	5-5	questo
0	1-13	negozio	5-6	negozio
0	1-14	perché	5-7	perché
0	1-15	io	6-0	io
0	1-16	sono	6-1	sono
0	1-17	di	6-2	di
0	1-18	qui	6-3	qui
0	1-19	e	7-0	e
0	1-20	frequento	7-1	frequento
0	1-21	un	7-2	un
0	1-22	po'	7-3	po'
0	1-23	questa	7-4	questa
0	1-24	zona	7-5	zona
0	1-25	ma	7-6	ma
0	1-26	non	7-7	non
0	1-27	l'	7-8	l'
0	1-28	avevo	7-9	avevo
0	1-29	mai	7-10	mai
0	1-30	visto	7-11	visto
0	2-0	no	8-0	no
1	_	_	8-1	{P}
0	2-1	eh	8-2	eh
0	2-2	non	8-3	non
0	2-3	è	8-4	è
0	2-4	così	8-5	così
0	3-0	stranamente	9-0	stranamente
0	4-0	questo	10-0	questo
0	4-1	negozio	10-1	negozio
1	_	_	10-2	{P}
0	4-2	è	10-3	è
0	4-3	già	10-4	già
1	_	_	10-5	{P}
0	4-4	da	10-6	da
0	4-5	ventidue	10-7	ventidue
0	4-6	anni	10-8	anni
1	5-0	ok	_	_
1	5-1	quindi	_	_
1	5-2	non	_	_
1	5-3	è	_	_
2	5-4	nuovo	11-0	okay
0	6-0	sono	12-0	sono
0	6-1	qui	12-1	qui
0	6-2	da	12-2	da
0	6-3	sei	12-3	sei
0	6-4	anni	12-4	anni
0	7-0	no	12-5	no
0	7-1	no	12-6	no
2	7-2	no	12-7	n-
0	7-3	questo	12-8	questo
0	7-4	qua	12-9	qua
0	7-5	non	12-10	non
0	7-6	è	12-11	è
0	7-7	nuovo	12-12	nuovo
1	_	_	12-13	è
0	7-8	di	12-14	di
0	7-9	prima	12-15	prima
0	7-10	era	12-16	era
0	7-11	una	12-17	una
0	7-12	casa	12-18	casa
1	7-13	d'	_	_
2	7-14	autrice	12-19	editrice
0	7-15	vaesi	12-20	vaesi
1	_	_	13-0	quindi
1	_	_	13-1	non
1	_	_	13-2	è
1	_	_	13-3	nuovo
0	7-16	poi	14-0	poi
0	7-17	hanno	14-1	hanno
0	7-18	chiuso	14-2	chiuso
0	7-19	allora	14-3	allora
0	7-20	già	14-4	già
0	7-21	comprato	14-5	comprato
0	7-22	un'	14-6	un'
0	7-23	altra	14-7	altra
0	7-24	persona	14-8	persona
0	7-25	e	14-9	e
1	_	_	14-10	ha
0	7-26	fatta	14-11	fatta
0	7-27	copisteria	14-12	copisteria
2	8-0	ok	15-0	okay
0	9-0	poi	16-0	poi
0	9-1	io	16-1	io
0	9-2	sono	16-2	sono
0	9-3	da	16-3	da
0	9-4	terza	16-4	terza
0	9-5	mano	16-5	mano
0	9-6	che	16-6	che
0	9-7	i	16-7	i
0	9-8	andando	16-8	andando
0	9-9	avanti	16-9	avanti
0	10-0	mhmh	17-0	mhmh
2	10-1	ok	18-0	okay
2	11-0	mhmh	19-0	mh
0	12-0	noi	20-0	noi
2	12-1	siamo	20-1	siam
2	12-2	venuti	20-2	venute
0	12-3	qui	20-3	qui
0	12-4	a	20-4	a
0	12-5	chiedere	20-5	chiedere
0	12-6	a	20-6	a
0	12-7	te	20-7	te
0	12-8	la	20-8	la
0	12-9	disponibilità	20-9	disponibilità
0	12-10	perché	20-10	perché
1	_	_	21-0	il
1	_	_	21-1	la
0	12-11	il	21-2	il
0	12-12	la	21-3	la
0	12-13	verità	21-4	verità
