match	id_A	token_A	id_B	token_B
0	1-0	persone	1-0	persone
0	1-1	che	1-1	che
0	1-2	magari	1-2	magari
0	1-3	puoi	1-3	puoi
0	1-4	avere	1-4	avere
0	1-5	incontrato	1-5	incontrato
0	1-6	un	1-6	un
0	1-7	po'	1-7	po'
1	_	_	2-0	mh
0	2-0	bah	3-0	bah
1	_	_	3-1	eh
2	2-1	e	4-0	si
2	3-0	sì	4-1	cioè
0	3-1	è	4-2	è
0	3-2	sempre	4-3	sempre
0	3-3	pieno	4-4	pieno
1	3-4	di	_	_
2	3-5	persone	4-5	dipersone
0	3-6	che	4-6	che
0	3-7	fanno	4-7	fanno
0	3-8	l'	4-8	l'
0	3-9	elemosina	4-9	elemosina
0	3-10	sotto	4-10	sotto
0	3-11	i	4-11	i
0	3-12	portici	4-12	portici
0	4-0	mhmh	5-0	mhmh
0	5-0	soprattutto	6-0	soprattutto
0	5-1	su	6-1	su
0	5-2	via	6-2	via
0	5-3	indipendenza	6-3	indipendenza
0	5-4	ce	6-4	ce
0	5-5	ne	6-5	ne
0	5-6	sono	6-6	sono
0	5-7	diversi	6-7	diversi
0	6-0	sì	7-0	sì
0	6-1	è	7-1	è
0	6-2	vero	7-2	vero
0	7-0	anche	8-0	anche
0	7-1	sotto	8-1	sotto
0	7-2	i	8-2	i
0	7-3	portici	8-3	portici
0	7-4	di	8-4	di
0	7-5	via	8-5	via
0	8-0	di	9-0	di
0	8-1	viale	9-1	viale
1	_	_	10-0	mh
0	9-0	masini	10-1	masini
0	10-0	perché	11-0	perché
0	10-1	io	11-1	io
0	10-2	passo	11-2	passo
0	10-3	spesso	11-3	spesso
0	10-4	di	11-4	di
0	10-5	lì	11-5	lì
2	11-0	e	12-0	eh
0	12-0	però	13-0	però
1	12-1	a	_	_
2	12-2	parte	13-1	apparte
0	12-3	insomma	13-2	insomma
0	12-4	persone	13-3	persone
0	12-5	che	13-4	che
0	12-6	fanno	13-5	fanno
0	12-7	l'	13-6	l'
0	12-8	elemosina	13-7	elemosina
1	13-0	mhmh	_	_
0	14-0	sì	13-8	sì
0	15-0	mh	13-9	mh
2	15-1	a	13-10	ah
0	16-0	incontri	13-11	incontri
0	16-1	anche	13-12	anche
0	16-2	molte	13-13	molte
0	16-3	persone	13-14	persone
0	16-4	che	13-15	che
0	16-5	ti	13-16	ti
0	16-6	fermano	13-17	fermano
0	16-7	per	13-18	per
1	_	_	14-0	mhmh
0	17-0	sì	15-0	sì
1	_	_	16-0	per
0	18-0	chiederti	16-1	chiederti
0	18-1	di	16-2	di
0	18-2	fare	16-3	fare
0	18-3	beneficienza	16-4	beneficienza
1	18-4	{ride}	_	_
1	19-0	{ride}	_	_
1	19-1	esatto	_	_
0	20-0	{ride}	16-5	{ride}
0	20-1	le	16-6	le
0	20-2	classiche	16-7	classiche
0	20-3	persone	16-8	persone
0	20-4	che	16-9	che
0	20-5	sono	16-10	sono
0	20-6	sotto	16-11	sotto
2	20-7	i	16-12	ai
0	20-8	portici	16-13	portici
1	_	_	17-0	{ride}
1	_	_	17-1	esatto
1	_	_	18-0	eh
2	21-0	e	18-1	mh
0	22-0	a	18-2	a
0	22-1	volte	18-3	volte
0	22-2	persone	18-4	persone
0	22-3	famose	18-5	famose
0	22-4	ogni	18-6	ogni
0	22-5	tanto	18-7	tanto
0	22-6	una	18-8	una
0	22-7	volta	18-9	volta
0	22-8	ho	18-10	ho
0	22-9	incontrato	18-11	incontrato
0	22-10	piff	18-12	piff
0	22-11	ad	18-13	ad
0	22-12	esempio	18-14	esempio
1	23-0	a	_	_
0	23-1	ah	19-0	ah
1	23-2	sì	_	_
1	23-3	sì	_	_
2	23-4	sì	19-1	ah
2	24-0	e	19-2	ah
2	25-0	che	19-3	sìsìsì
2	25-1	era	20-0	eh
2	25-2	in	20-1	x
0	25-3	un	20-2	un
0	25-4	hotel	20-3	hotel
0	25-5	che	20-4	che
0	25-6	è	20-5	è
0	25-7	lì	20-6	lì
0	25-8	su	20-7	su
0	25-9	via	20-8	via
0	25-10	indipendenza	20-9	indipendenza
0	26-0	anche	21-0	anche
0	26-1	cremonini	21-1	cremonini
0	26-2	dicono	21-2	dicono
0	26-3	che	21-3	che
0	26-4	si	21-4	si
1	_	_	21-5	aspetti
1	_	_	21-6	x
1	_	_	21-7	neanche
1	_	_	21-8	io
2	26-5	aspetta	21-9	mai
2	27-0	cremonini	22-0	cremoni-
0	27-1	eh	22-1	eh
0	27-2	non	22-2	non
0	27-3	l'	22-3	l'
0	27-4	ho	22-4	ho
0	27-5	ancora	22-5	ancora
0	27-6	incontrato	22-6	incontrato
0	27-7	cremonini	22-7	cremonini
1	28-0	poi	_	_
1	28-1	niente	_	_
1	28-2	neanche	_	_
1	28-3	io	_	_
0	29-0	{ride}	22-8	{ride}
1	29-1	e	_	_
0	30-0	però	23-0	però
1	30-1	è	_	_
2	30-2	che	23-1	in
2	30-3	sì	23-2	questi
0	31-0	tre	23-3	tre
0	31-1	anni	23-4	anni
0	31-2	perché	23-5	perché
0	31-3	io	23-6	io
0	31-4	sono	23-7	sono
0	31-5	dal	23-8	dal
0	31-6	duemiladiciotto	23-9	duemiladiciotto
1	32-0	sono	_	_
2	32-1	dal	23-10	x
0	32-2	sì	23-11	sì
0	32-3	tre	23-12	tre
0	32-4	anni	23-13	anni
0	32-5	che	23-14	che
0	32-6	sono	23-15	sono
0	32-7	lì	23-16	lì
0	32-8	non	23-17	non
0	32-9	ho	23-18	ho
1	_	_	23-19	ancora
2	32-10	ancoraincrociato	23-20	incrociato
0	32-11	cremonini	23-21	cremonini
1	_	_	23-22	{ride}
2	33-0	beh	24-0	vabbè
0	33-1	magari	24-1	magari
0	33-2	dai	24-2	dai
0	33-3	quest'	24-3	quest'
0	33-4	anno	24-4	anno
0	33-5	sarà	24-5	sarà
0	33-6	l'	24-6	l'
0	33-7	anno	24-7	anno
0	33-8	buono	24-8	buono
1	_	_	25-0	ma
0	34-0	sì	25-1	sì
0	34-1	chissà	25-2	chissà
2	34-2	{ride}	25-3	infatti
2	35-0	beh	25-4	infatti
2	36-0	e	26-0	eh
0	36-1	anche	26-1	anche
1	36-2	emh	_	_
1	36-3	{P}	_	_
0	36-4	per	26-2	per
0	36-5	il	26-3	il
0	36-6	fatto	26-4	fatto
0	36-7	che	26-5	che
0	36-8	hanno	26-6	hanno
0	36-9	messo	26-7	messo
0	36-10	le	26-8	le
0	36-11	luci	26-9	luci
0	36-12	con	26-10	con
0	36-13	le	26-11	le
0	36-14	scritte	26-12	scritte
0	36-15	delle	26-13	delle
0	36-16	canzoni	26-14	canzoni
0	36-17	cosa	26-15	cosa
0	36-18	ne	26-16	ne
