match	id_A	token_A	id_B	token_B
0	0-0	persone	0-0	persone
0	0-1	che	0-1	che
0	0-2	magari	0-2	magari
2	0-3	puoi	0-3	prima
2	0-4	avere	0-4	avevi
0	0-5	incontrato	0-5	incontrato
0	0-6	un	0-6	un
0	0-7	po'	0-7	po'
2	1-0	ah	1-0	mh
0	2-0	bah	2-0	bah
1	_	_	2-1	eh
2	2-1	ehm	3-0	ci
2	3-0	c-	3-1	son-
0	3-1	è	3-2	è
0	3-2	sempre	3-3	sempre
0	3-3	pieno	3-4	pieno
0	3-4	di	3-5	di
0	3-5	persone	3-6	persone
0	3-6	che	3-7	che
0	3-7	fanno	3-8	fanno
1	3-8	l'	_	_
0	3-9	elemosina	3-9	elemosina
0	3-10	sotto	3-10	sotto
0	3-11	i	3-11	i
0	3-12	portici	3-12	portici
0	4-0	mhmh	4-0	mhmh
0	5-0	soprattutto	5-0	soprattutto
0	5-1	su	5-1	su
0	5-2	via	5-2	via
0	5-3	indipendenza	5-3	indipendenza
0	5-4	ce	5-4	ce
0	5-5	ne	5-5	ne
0	5-6	sono	5-6	sono
0	5-7	diversi	5-7	diversi
1	6-0	sì	_	_
1	6-1	è	_	_
2	6-2	vero	6-0	seriamente
0	7-0	anche	7-0	anche
0	7-1	sotto	7-1	sotto
0	7-2	i	7-2	i
0	7-3	portici	7-3	portici
0	7-4	di	7-4	di
0	7-5	via	7-5	via
2	8-0	il	8-0	in
0	8-1	viale	8-1	viale
0	9-0	mh	9-0	mh
0	9-1	masini	9-1	masini
0	10-0	perché	10-0	perché
0	10-1	io	10-1	io
0	10-2	passo	10-2	passo
1	10-3	s-	_	_
0	10-4	spesso	10-3	spesso
0	10-5	di	10-4	di
0	10-6	lì	10-5	lì
2	11-0	ehm	11-0	eh
0	12-0	però	12-0	però
0	12-1	a	12-1	a
0	12-2	parte	12-2	parte
2	12-3	insomma	12-3	sono
0	12-4	persone	12-4	persone
2	13-0	mhmh	12-5	{P}
0	14-0	che	12-6	che
0	14-1	fanno	12-7	fanno
0	14-2	l'	12-8	l'
0	14-3	elemosina	12-9	elemosina
0	14-4	sì	12-10	sì
1	_	_	13-0	mhmh
0	15-0	mh	14-0	mh
0	15-1	ah	14-1	ah
0	15-2	incontri	15-0	incontri
0	15-3	anche	15-1	anche
1	_	_	15-2	a
2	15-4	molte	15-3	volte
0	15-5	persone	15-4	persone
0	15-6	che	15-5	che
0	15-7	ti	15-6	ti
0	15-8	fermano	15-7	fermano
0	15-9	per	15-8	per
1	_	_	16-0	sì
2	16-0	ti	16-1	{ride}
2	16-1	chiedono	17-0	x
0	16-2	di	17-1	di
0	16-3	fare	17-2	fare
1	16-4	beneficenza	_	_
1	16-5	{ride}	_	_
2	17-0	sì	17-3	beneficienza
0	17-1	{ride}	17-4	{ride}
0	17-2	esatto	18-0	esatto
0	18-0	{ride}	19-0	{ride}
0	18-1	le	20-0	le
0	18-2	classiche	20-1	classiche
0	18-3	persone	20-2	persone
0	18-4	che	20-3	che
0	18-5	sono	20-4	sono
0	18-6	sotto	20-5	sotto
0	18-7	i	20-6	i
0	18-8	portici	20-7	portici
2	19-0	ehm	21-0	eh
0	19-1	a	22-0	a
0	19-2	volte	22-1	volte
1	_	_	22-2	{P}
0	20-0	persone	22-3	persone
0	20-1	famose	22-4	famose
0	20-2	ogni	22-5	ogni
0	20-3	tanto	22-6	tanto
0	20-4	una	22-7	una
0	20-5	volta	22-8	volta
0	20-6	ho	22-9	ho
0	20-7	incontrato	22-10	incontrato
0	20-8	pif	22-11	pif
0	20-9	ad	22-12	ad
0	20-10	esempio	22-13	esempio
1	21-0	ah	_	_
0	21-1	ah	23-0	ah
2	21-2	sì	23-1	si
2	21-3	sì	23-2	si
2	21-4	sì	23-3	si
0	22-0	eh	24-0	eh
1	_	_	24-1	si
0	22-1	che	24-2	che
2	22-2	ha	24-3	era
0	22-3	un	24-4	un
0	22-4	hotel	24-5	hotel
0	22-5	che	24-6	che
0	22-6	è	24-7	è
0	22-7	lì	24-8	lì
0	22-8	su	24-9	su
0	22-9	via	24-10	via
0	22-10	indipendenza	24-11	indipendenza
0	23-0	anche	25-0	anche
0	23-1	cremonini	25-1	cremonini
0	23-2	dicono	25-2	dicono
0	23-3	che	25-3	che
1	_	_	25-4	sia
2	23-4	si	25-5	spetto
2	23-5	aspetta	26-0	dopo
2	24-0	cremoni-	26-1	sia??
2	24-1	è	27-0	eh
0	24-2	non	27-1	non
0	24-3	l'	27-2	l'
0	24-4	ho	27-3	ho
0	24-5	ancora	27-4	ancora
0	24-6	incontrato	27-5	incontrato
0	24-7	cremonini	27-6	cremonini
0	24-8	{ride}	27-7	{ride}
1	25-0	x	_	_
0	25-1	neanche	28-0	neanche
0	25-2	io	28-1	io
2	25-3	ohi	28-2	mai
0	26-0	però	29-0	però
1	_	_	29-1	ho
2	26-1	veramente	29-2	detto
0	26-2	sì	29-3	sì
0	26-3	tre	29-4	tre
0	26-4	anni	29-5	anni
0	26-5	perché	29-6	perché
0	26-6	io	29-7	io
1	_	_	29-8	ci
1	_	_	29-9	andavo
2	26-7	sono	29-10	nel
2	26-8	dal	29-11	duemila
2	27-0	duemiladiciotto	29-12	diciotto
0	27-1	diciannove	29-13	diciannove
1	27-2	ve-	_	_
0	27-3	sì	29-14	sì
0	27-4	tre	29-15	tre
0	27-5	anni	29-16	anni
0	27-6	che	29-17	che
0	27-7	sono	29-18	sono
0	27-8	lì	29-19	lì
1	27-9	e	_	_
0	27-10	non	29-20	non
0	27-11	ho	29-21	ho
0	27-12	ancora	29-22	ancora
2	27-13	incrociato	29-23	x
2	27-14	cremoni-	29-24	quindi
0	27-15	{ride}	29-25	{ride}
2	28-0	beh	30-0	vabbé
0	28-1	magari	30-1	magari
0	28-2	dai	30-2	dai
0	28-3	quest'	30-3	quest'
0	28-4	anno	30-4	anno
0	28-5	sarà	30-5	sarà
1	_	_	30-6	{ride}
0	28-6	l'	30-7	l'
0	28-7	anno	30-8	anno
0	28-8	buono	30-9	buono
2	29-0	ma	31-0	ah
0	29-1	sì	31-1	sì
0	29-2	chissà	31-2	chissà
2	29-3	infatti	32-0	allora
2	29-4	infatti	32-1	perfetto
0	30-0	e	33-0	e
0	30-1	anche	33-1	anche
0	30-2	mh	33-2	mh
1	_	_	33-3	{P}
0	31-0	per	33-4	per
0	31-1	il	33-5	il
0	31-2	fatto	33-6	fatto
0	31-3	che	33-7	che
0	31-4	hanno	33-8	hanno
0	31-5	messo	33-9	messo
0	31-6	le	33-10	le
0	31-7	luci	33-11	luci
0	31-8	con	33-12	con
0	31-9	le	33-13	le
0	31-10	scritte	33-14	scritte
0	31-11	delle	33-15	delle
0	31-12	canzoni	33-16	canzoni
0	31-13	cosa	33-17	cosa
0	31-14	ne	33-18	ne
0	31-15	pensi	33-19	pensi
0	32-0	ah	34-0	ah
0	32-1	bello	34-1	bello
0	32-2	quello	34-2	quello
0	32-3	mi	34-3	mi
0	32-4	è	34-4	è
0	32-5	piaciuto	34-5	piaciuto
0	32-6	molto	34-6	molto
2	32-7	sì	34-7	si
2	32-8	sì	34-8	si
0	32-9	quello	34-9	quello
0	33-0	ci	35-0	ci
0	33-1	stava	35-1	stava
0	33-2	secondo	35-2	secondo
0	33-3	me	35-3	me
1	34-0	bello	_	_
0	35-0	perché	35-4	perché
1	_	_	35-5	ghe
0	35-1	dai	35-6	dai
0	35-2	cremonini	35-7	cremonini
0	35-3	comunque	35-8	comunque
0	35-4	è	35-9	è
0	35-5	il	35-10	il
0	35-6	cantante	35-11	cantante
0	35-7	di	35-12	di
0	35-8	bolo-	35-13	bolo-
0	35-9	cioè	35-14	cioè
0	35-10	a	35-15	a
0	35-11	parte	35-16	parte
0	35-12	lucio	35-17	lucio
0	35-13	dalla	35-18	dalla
0	35-14	ovviamente	35-19	ovviamente
1	_	_	35-20	però
1	_	_	36-0	bello
0	36-0	sì	37-0	sì
1	37-0	però	_	_
0	38-0	che	38-0	che
0	38-1	poi	38-1	poi
0	38-2	hanno	38-2	hanno
0	38-3	messo	38-3	messo
0	38-4	anche	38-4	anche
0	38-5	le	38-5	le
0	38-6	sue	38-6	sue
2	38-7	vero	39-0	e
0	39-0	infatti	39-1	infatti
0	39-1	poi	39-2	poi
1	_	_	39-3	hanno
1	_	_	39-4	messo
0	39-2	hanno	39-5	hanno
0	39-3	messo	39-6	messo
0	39-4	anche	39-7	anche
0	39-5	le	39-8	le
0	39-6	sue	39-9	sue
2	40-0	sì	40-0	si
2	40-1	sì	40-1	si
0	41-0	eh	41-0	eh
0	42-0	però	42-0	però
0	42-1	ci	42-1	ci
0	42-2	sta	42-2	sta
2	42-3	è	42-3	eh
0	42-4	cantante	42-4	cantante
0	42-5	moderno	42-5	moderno
1	42-6	c'	_	_
1	42-7	ha	_	_
2	42-8	un	42-6	diciamo
0	42-9	più	42-7	più
0	43-0	mhmh	43-0	mhmh
0	43-1	anche	43-1	anche
0	43-2	secondo	43-2	secondo
0	43-3	me	43-3	me
0	44-0	più	44-0	più
0	44-1	bolognese	44-1	bolognese
0	45-0	invece	45-0	invece
0	45-1	il	45-1	il
0	45-2	tuo	45-2	tuo
0	45-3	posto	45-3	posto
0	45-4	del	45-4	del
0	45-5	cuore	45-5	cuore
0	45-6	di	45-6	di
0	45-7	bologna	45-7	bologna
1	46-0	carino	_	_
0	47-0	non	46-0	non
0	47-1	so	46-1	so
0	47-2	anche	46-2	anche
0	47-3	solo	46-3	solo
0	47-4	un	46-4	un
0	47-5	bar	46-5	bar
1	48-0	mh	_	_
0	49-0	a	46-6	a
0	49-1	cui	46-7	cui
0	49-2	sei	46-8	sei
0	49-3	particolarmente	46-9	particolarmente
0	49-4	affezionata	46-10	affezionata
1	_	_	47-0	mhmh
0	50-0	mh	48-0	mh
0	51-0	eh	49-0	eh
0	51-1	forse	49-1	forse
2	51-2	mhh	49-2	mh
0	52-0	mangiare	50-0	mangiare
0	52-1	un	50-1	un
0	52-2	gelato	50-2	gelato
0	52-3	seduti	50-3	seduti
2	52-4	sul	50-4	sulle
2	52-5	gradino	50-5	gradine
0	52-6	di	50-6	di
0	52-7	piazza	50-7	piazza
0	52-8	santo	50-8	santo
0	52-9	stefano	50-9	stefano
0	52-10	{ride}	50-10	{ride}
0	53-0	ah	51-0	ah
0	54-0	lì	52-0	lì
0	54-1	è	52-1	è
0	54-2	bellissimo	52-2	bellissimo
2	55-0	perché	53-0	piazza
2	55-1	lì	53-1	di
0	55-2	piazza	53-2	piazza
0	55-3	santo	53-3	santo
0	55-4	stefano	53-4	stefano
0	55-5	mi	53-5	mi
0	55-6	piace	53-6	piace
0	55-7	molto	53-7	molto
0	56-0	poi	53-8	poi
0	56-1	c'	53-9	c'
2	56-2	ha	53-10	è
0	56-3	di	53-11	di
0	56-4	fianco	53-12	fianco
0	56-5	la	53-13	la
0	56-6	mia	53-14	mia
0	56-7	gelateria	53-15	gelateria
0	56-8	preferita	53-16	preferita
0	57-0	e	54-0	e
0	57-1	quindi	54-1	quindi
0	57-2	spesso	54-2	spesso
0	57-3	d'	54-3	d'
0	57-4	estate	54-4	estate
1	_	_	54-5	con
2	57-5	col	54-6	il
0	57-6	mio	54-7	mio
0	57-7	ragazzo	54-8	ragazzo
0	57-8	andiamo	54-9	andiamo
