match	id_A	token_A	id_B	token_B
1	_	_	0-0	va
2	0-0	vabbè	0-1	be'
0	0-1	era	0-2	era
0	0-2	leggera	0-3	leggera
0	0-3	però	0-4	però
1	1-0	alla	_	_
2	1-1	fine	1-0	no
0	2-0	no	1-1	no
0	2-1	no	1-2	no
0	2-2	è	1-3	è
0	2-3	vero	1-4	vero
0	3-0	sì	2-0	sì
0	4-0	non	3-0	non
0	4-1	era	3-1	era
0	4-2	pesantissima	3-2	pesantissima
0	5-0	per	4-0	per
0	5-1	niente	4-1	niente
1	5-2	anzi	_	_
0	6-0	l'	5-0	l'
0	6-1	unica	5-1	unica
0	6-2	cosa	5-2	cosa
0	6-3	ho	5-3	ho
0	6-4	esagerato	5-4	esagerato
0	6-5	un	5-5	un
0	6-6	po'	5-6	po'
0	6-7	con	5-7	con
0	6-8	l'	5-8	l'
0	6-9	olio	5-9	olio
0	6-10	forse	5-10	forse
1	6-11	però	_	_
0	7-0	ma	6-0	ma
0	7-1	nell'	6-1	nell'
0	7-2	impasto	6-2	impasto
0	7-3	no	6-3	no
0	7-4	fuori	6-4	fuori
0	8-0	fuori	7-0	fuori
0	9-0	nell'	7-1	nell'
0	9-1	impasto	7-2	impasto
1	9-2	ce	_	_
2	9-3	ne	7-3	ci
0	9-4	ho	7-4	ho
0	9-5	messo	7-5	messo
0	9-6	il	7-6	il
0	9-7	giusto	7-7	giusto
0	10-0	nella	8-0	nella
0	10-1	padella	8-1	padella
0	11-0	però	9-0	però
0	11-1	in	9-1	in
0	11-2	padella	9-2	padella
2	12-0	rosa	10-0	x
0	12-1	ha	10-1	ha
0	12-2	detto	10-2	detto
0	12-3	metti	10-3	metti
0	12-4	quello	10-4	quello
0	12-5	là	10-5	là
0	12-6	l'	10-6	l'
0	12-7	olio	10-7	olio
0	12-8	da	10-8	da
0	12-9	friggere	10-9	friggere
0	13-0	così	11-0	così
0	13-1	vengono	11-1	vengono
0	13-2	meglio	11-2	meglio
0	14-0	ho	12-0	ho
0	14-1	detto	12-1	detto
0	14-2	okay	12-2	okay
0	15-0	e	13-0	e
0	15-1	ho	13-1	ho
0	15-2	fatto	13-2	fatto
0	15-3	però	13-3	però
0	15-4	praticamente	13-4	praticamente
2	15-5	x	14-0	ho
0	15-6	messo	14-1	messo
2	16-0	cioè	15-0	tutto
2	16-1	tutt~	15-1	l-
0	16-2	tutto	15-2	tutto
0	16-3	il	15-3	il
0	16-4	fondo	15-4	fondo
0	16-5	della	15-5	della
0	16-6	padella	15-6	padella
0	16-7	era	15-7	era
0	16-8	pieno	15-8	pieno
2	16-9	d'	15-9	di
0	16-10	olio	15-10	olio
0	17-0	io	16-0	io
0	17-1	volevo	16-1	volevo
0	17-2	mettere	16-2	mettere
0	17-3	un	16-3	un
0	17-4	filo	16-4	filo
0	17-5	sai	17-0	sai
0	17-6	per	17-1	per
2	17-7	farli	17-2	farle
0	17-8	venire	17-3	venire
1	17-9	{P}	_	_
0	17-10	mezzi	18-0	mezzi
0	17-11	tra	18-1	tra
0	18-0	cioè	19-0	cioè
0	18-1	cotti	19-1	cotti
0	18-2	nella	20-0	nella
0	18-3	padella	20-1	padella
0	18-4	unta	20-2	unta
0	18-5	invece	21-0	invece
0	19-0	i	22-0	i
0	19-1	primi	22-1	primi
0	19-2	sono	22-2	sono
0	19-3	venuti	22-3	venuti
0	19-4	un	22-4	un
0	19-5	po'	22-5	po'
0	19-6	deep	23-0	deep
0	19-7	fried	23-1	fried
0	19-8	quasi	23-2	quasi
0	19-9	{ride}	23-3	{ride}
1	20-0	fritti	_	_
0	21-0	{tossisce}	24-0	{tossisce}
0	22-0	beh	25-0	beh
0	22-1	oggi	25-1	oggi
0	22-2	abbiamo	25-2	abbiamo
0	22-3	fatto	25-3	fatto
0	22-4	colazione	25-4	colazione
2	22-5	co~	25-5	con
2	22-6	pa~	26-0	pan-
0	22-7	pancake	26-1	pancake
0	22-8	con	26-2	con
0	22-9	nutella	26-3	nutella
0	23-0	è	27-0	è
0	23-1	rimasto	27-1	rimasto
0	23-2	un	27-2	un
0	23-3	altro	27-3	altro
0	23-4	pancake	27-4	pancake
0	23-5	se	27-5	se
0	23-6	vuoi	27-6	vuoi
0	24-0	uh	28-0	uh
1	24-1	ma	_	_
1	24-2	quanti	_	_
1	24-3	ne	_	_
1	24-4	avete	_	_
2	24-5	fa~	28-1	x
0	25-0	mangiati	29-0	mangiati
0	25-1	tu	29-1	tu
0	25-2	il	29-2	il
0	25-3	pancake	29-3	pancake
2	25-4	e	29-4	che
0	25-5	io	29-5	io
1	25-6	mi	_	_
0	25-7	mangio	29-6	mangio
0	25-8	il	29-7	il
0	25-9	gelato	29-8	gelato
0	25-10	che	29-9	che
0	25-11	ne	29-10	ne
0	25-12	dici	29-11	dici
1	26-0	{ride}	_	_
2	27-0	mo	30-0	te
2	27-1	to	30-1	lo
2	27-2	chiavo	30-2	tiro
2	27-3	n'	30-3	in
0	27-4	faccia	30-4	faccia
2	27-5	stu	30-5	sto
0	27-6	pancake	30-6	pancake
0	28-0	stronzo	31-0	stronzo
0	29-0	poi	32-0	poi
1	29-1	che	_	_
0	29-2	è	32-1	è
2	29-3	rimas~	32-2	rimasto
0	29-4	poi	33-0	poi
0	29-5	abbiamo	33-1	abbiamo
0	29-6	mangiato	33-2	mangiato
0	30-0	io	34-0	io
0	30-1	a	34-1	a
0	30-2	pranzo	34-2	pranzo
0	30-3	ho	34-3	ho
0	30-4	esagerato	34-4	esagerato
1	31-0	tanto	_	_
1	31-1	da	_	_
2	31-2	tua	35-0	x
0	31-3	nonna	35-1	nonna
1	_	_	36-0	quattro
2	32-0	quatt	36-1	gelati
2	32-1	gilat	36-2	s'
2	32-2	sa	36-3	ha
2	32-3	mangiat	36-4	mangiato
2	32-4	'stu	36-5	sto
2	32-5	puorco	36-6	porc
0	33-0	quattro	37-0	quattro
0	33-1	gelati	37-1	gelati
1	33-2	è	_	_
1	33-3	esa~	_	_
0	33-4	non	37-2	non
0	33-5	è	37-3	è
2	33-6	vero	37-4	ve-
0	33-7	x	38-0	x
1	33-8	a	_	_
1	33-9	parte	_	_
1	33-10	il	_	_
1	33-11	fatto	_	_
1	33-12	che	_	_
0	33-13	abbiamo	38-1	abbiamo
0	33-14	mangiato	38-2	mangiato
0	33-15	la	38-3	la
0	33-16	stessa	38-4	stessa
0	33-17	quantità	38-5	quantità
0	33-18	di	38-6	di
0	33-19	gelato	38-7	gelato
0	34-0	tu	39-0	tu
0	34-1	ne	39-1	ne
0	34-2	hai	39-2	hai
0	34-3	mangiati	39-3	mangiati
0	34-4	di	39-4	di
0	34-5	più	39-5	più
0	35-0	no	40-0	no
2	35-1	alberto	40-1	roberto
0	36-0	hai	41-0	hai
0	36-1	mangiato	41-1	mangiato
0	36-2	il	41-2	il
0	36-3	pan	41-3	pan
0	36-4	di	41-4	di
0	36-5	stelle	41-5	stelle
0	36-6	hai	42-0	hai
0	36-7	mangiato	42-1	mangiato
0	36-8	quello	42-2	quello
0	36-9	al	42-3	al
0	36-10	caramello	42-4	caramello
0	36-11	e	43-0	e
0	36-12	ne	43-1	ne
0	36-13	hai	43-2	hai
0	36-14	mangiato	43-3	mangiato
0	36-15	un	43-4	un
0	36-16	altro	43-5	altro
0	37-0	no	44-0	no
0	37-1	non	44-1	non
0	37-2	l'	44-2	l'
0	37-3	ho	44-3	ho
0	37-4	mangiato	44-4	mangiato
0	37-5	un	44-5	un
0	37-6	altro	44-6	altro
0	38-0	ho	45-0	ho
2	38-1	ma~	45-1	man-
0	38-2	perché	45-2	perché
2	38-3	nonna	45-3	noi
2	38-4	aveva	45-4	abbiamo
0	38-5	comprato	45-5	comprato
2	38-6	quei	45-6	quelli
0	38-7	pan	45-7	pan
0	38-8	di	45-8	di
0	38-9	stelle	45-9	stelle
1	_	_	46-0	va
2	39-0	vabbè	46-1	be'
0	39-1	sei	46-2	sei
0	39-2	un	46-3	un
0	39-3	maiale	46-4	maiale
0	39-4	hai	46-5	hai
0	39-5	mangiato	46-6	mangiato
0	40-0	che	47-0	che
0	40-1	erano	47-1	erano
0	40-2	buoni	47-2	buoni
1	41-0	sì	_	_
2	41-1	e	48-0	si
0	41-2	pure	48-1	pure
0	41-3	tu	48-2	tu
0	41-4	sei	48-3	sei
0	41-5	un	48-4	un
0	41-6	maiale	48-5	maiale
0	41-7	però	48-6	però
1	41-8	ti	_	_
1	41-9	sto	_	_
